ID;Nom;EAN;Mon Prix Achat HT;Mon Prix Vente TTC;Mon Coef;Ma Marge Brute %;Prix Min Marché;Prix Max Marché;Prix Moyen Marché;3 Reliques;4 Maisons;Wizard Shop;2 Balais;Conseil
"1808";"Veste Cedric Diggory Tournoi des Trois Sorciers";"CR1532";"22.95";"49.95";"2.18";"44.9%";"39.90";"39.90";"39.90";"39.90";"-";"-";"-";"Trop cher (Baisser !)"
"1809";"Échiquier bataille de la Terre du Milieu";"NN2174";"32.50";"64.95";"2.00";"40.0%";"64.90";"64.90";"64.90";"64.90";"-";"-";"-";"Marge faible (Vérifier)"
"1811";"Porte-clés Pocket POP! Vinyl Harry Potter 4 cm";"FK7616";"3.94";"7.99";"2.03";"40.8%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Opportunité (Augmenter !)"
"1817";"Puzzle Great Hall (1000 pièces)";"USAPZ010-747";"6.73";"18.90";"2.81";"57.3%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"1818";"Jeu de plateau Cluedo Harry Potter";"WIMO0491";"12.74";"39.90";"3.13";"61.7%";"44.99";"44.99";"44.99";"-";"44.99";"-";"0.00";"Opportunité (Augmenter !)"
"1821";"Jeu de cartes à jouer La Communauté de l'anneau";"NMR52734";"3.63";"9.90";"2.73";"56.0%";"9.99";"9.99";"9.99";"-";"9.99";"-";"0.00";"RAS"
"1822";"Jeu de cartes à jouer Les Deux Tours";"NMR52735";"3.63";"9.90";"2.73";"56.0%";"9.99";"9.99";"9.99";"-";"9.99";"-";"0.00";"RAS"
"1823";"Jeu de cartes à jouer Le Retour du roi";"NMR52736";"3.63";"9.90";"2.73";"56.0%";"9.99";"9.99";"9.99";"-";"9.99";"-";"0.00";"RAS"
"1826";"Pack 4 badges de collection - Le Seigneur des Anneaux";"SDTLTR25223";"2.15";"4.95";"2.30";"47.9%";"9.80";"9.80";"9.80";"9.80";"-";"-";"-";"Opportunité (Augmenter !)"
"1828";"Mugs Couronne du Roi - Le Seigneur des Anneaux";"STR04990";"3.59";"9.90";"2.76";"56.5%";"9.80";"9.80";"9.80";"9.80";"-";"-";"-";"RAS"
"1842";"Carnet souple - Carte du Maraudeur";"DO5161";"3.40";"8.95";"2.63";"54.4%";"19.90";"19.90";"19.90";"-";"-";"19.90";"-";"Opportunité (Augmenter !)"
"1844";"Tote Bag - Lettre d’admission à Poudlard";"MAP2402";"4.70";"10.00";"2.13";"43.6%";"9.90";"9.90";"9.90";"9.90";"-";"-";"-";"Marge faible (Vérifier)"
"1845";"Epée de Godric Gryffondor";"NN7198";"119.00";"228.90";"1.92";"37.6%";"229.90";"239.99";"234.94";"229.90";"239.99";"-";"0.00";"Marge faible (Vérifier)"
"1846";"Collier Retourneur de Temps";"DO3300";"8.65";"19.95";"2.31";"48.0%";"11.90";"24.90";"16.60";"11.90";"12.99";"24.90";"0.00";"RAS"
"1852";"Pin’s Journal de Tom Jedusor";"DO3206";"2.50";"5.95";"2.38";"49.6%";"34.95";"34.95";"34.95";"-";"-";"34.95";"0.00";"Opportunité (Augmenter !)"
"1853";"Pin’s Coupe de Helga Poufsouffle";"DO3205";"2.50";"5.95";"2.38";"49.6%";"59.90";"59.99";"59.95";"-";"59.99";"59.90";"0.00";"Opportunité (Augmenter !)"
"1854";"Pack de 7 pin’s Horcruxes";"DO3105";"13.80";"29.95";"2.17";"44.7%";"29.99";"32.00";"30.99";"-";"29.99";"32.00";"-";"Marge faible (Vérifier)"
"1855";"Horcruxes: 100 façons de les détruire";"J03952";"5.78";"9.90";"1.71";"29.9%";"9.99";"9.99";"9.99";"-";"9.99";"-";"-";"Marge faible (Vérifier)"
"1856";"Poudlard: Le dressing";"J03953";"5.19";"8.90";"1.71";"30.0%";"8.99";"8.99";"8.99";"-";"8.99";"-";"0.00";"Marge faible (Vérifier)"
"1858";"Serre-Livre Weasley - Pastilles Gerbe";"NN7159";"97.50";"179.95";"1.85";"35.0%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1859";"Montre Gryffondor";"ETP000314";"21.95";"44.99";"2.05";"41.5%";"45.00";"45.00";"45.00";"-";"-";"45.00";"-";"Marge faible (Vérifier)"
"1861";"Collier lunettes de Luna";"EWN000256";"5.75";"12.99";"2.26";"46.9%";"11.90";"47.99";"29.95";"11.90";"47.99";"-";"0.00";"RAS"
"1864";"Collier Plaque Serdaigle";"EWN000208";"5.75";"12.99";"2.26";"46.9%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Trop cher (Baisser !)"
"1865";"Porte-clés Plaque Serdaigle";"EKR000208";"6.75";"14.99";"2.22";"46.0%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Trop cher (Baisser !)"
"1868";"Porte-clés Plaque Poufsouffle";"EKR000217";"6.75";"14.99";"2.22";"46.0%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Trop cher (Baisser !)"
"1869";"Porte-clés Plaque Gryffondor";"EKR000213";"6.75";"14.99";"2.22";"46.0%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Trop cher (Baisser !)"
"1870";"Porte-clés Plaque Serpentard";"EKR000221";"6.75";"14.99";"2.22";"46.0%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Trop cher (Baisser !)"
"1871";"Collier Plaque Poufsouffle";"EWN000217";"5.75";"12.99";"2.26";"46.9%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Trop cher (Baisser !)"
"1872";"Collier Plaque Serpentard";"EWN000221";"5.75";"12.99";"2.26";"46.9%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Trop cher (Baisser !)"
"1873";"Montre Serpentard";"ETP000317";"21.95";"44.99";"2.05";"41.5%";"45.00";"45.00";"45.00";"-";"-";"45.00";"-";"Marge faible (Vérifier)"
"1874";"Montre Poufsouffle";"ETP000316";"21.95";"44.99";"2.05";"41.5%";"45.00";"45.00";"45.00";"-";"-";"45.00";"-";"Marge faible (Vérifier)"
"1875";"Montre Serdaigle";"ETP000315";"21.95";"44.99";"2.05";"41.5%";"45.00";"45.00";"45.00";"-";"-";"45.00";"-";"Marge faible (Vérifier)"
"1876";"Le Seigneur des Anneaux T1 - La fraternité de l'anneau";"213032";"13.27";"20.00";"1.51";"20.4%";"9.80";"9.80";"9.80";"9.80";"-";"-";"-";"Trop cher (Baisser !)"
"1877";"Le Seigneur des Anneaux T2 - Les deux tours";"213033";"13.27";"20.00";"1.51";"20.4%";"9.80";"9.80";"9.80";"9.80";"-";"-";"-";"Trop cher (Baisser !)"
"1878";"Le Seigneur des Anneaux T3 - Le retour du roi";"213034";"13.27";"20.00";"1.51";"20.4%";"9.80";"9.80";"9.80";"9.80";"-";"-";"-";"Trop cher (Baisser !)"
"1893";"Jeu de cartes à jouer Heroes and Villains";"NMR52748";"3.61";"9.90";"2.74";"56.2%";"9.99";"9.99";"9.99";"-";"9.99";"-";"0.00";"RAS"
"1894";"Puzzle Poudlard (1000 pièces)";"NMR65252";"8.91";"17.90";"2.01";"40.3%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"1909";"Grande peluche Niffleur";"NN8875";"23.40";"44.95";"1.92";"37.5%";"25.90";"44.99";"38.61";"25.90";"44.99";"44.95";"0.00";"Marge faible (Vérifier)"
"1910";"Set de papeterie Poudlard fantasy";"CR5114";"9.95";"19.95";"2.01";"40.2%";"7.90";"7.90";"7.90";"-";"-";"7.90";"-";"Trop cher (Baisser !)"
"1911";"Pack vêtements 6 pièces Gryffondor";"DO1221KIDS";"28.50";"59.95";"2.10";"43.0%";"59.90";"59.90";"59.90";"-";"-";"59.90";"-";"Marge faible (Vérifier)"
"1920";"Banque de Gringotts - Puzzle 3D Wrebbit";"W3D0514";"16.99";"34.95";"2.06";"41.7%";"39.90";"39.90";"39.90";"39.90";"-";"-";"-";"Opportunité (Augmenter !)"
"1921";"Moufles - Mitaines Serpentard";"CR1412";"7.30";"15.50";"2.12";"43.5%";"15.50";"15.90";"15.70";"-";"15.90";"15.50";"-";"Marge faible (Vérifier)"
"1926";"Baguette magique boîte Ollivander Lally Hicks";"NN8087";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"1927";"Baguette magique boîte Ollivander Jacob Kowalski";"NN8085";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"1928";"Baguette magique boîte Ollivander Vicencia Santos";"NN8811";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"1929";"Baguette magique boîte Ollivander Henrietta Fischer";"NN8813";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"1930";"Baguette magique boîte Ollivander Abelforth Dumbledore";"NN8089";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"1931";"Baguette magique boîte Ollivander Anton Vogel";"NN8817";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"1932";"Baguette magique boîte Ollivander Helmut";"NN8819";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"1933";"Baguette magique boîte Ollivander Croyance Bellebosse";"NN8084";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"1934";"Baguette magique boîte Ollivander - Liu Tao";"NN8815";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"1936";"Bonbons Tonneau Biere au beurre";"JB-BBT-1";"6.05";"10.90";"1.80";"33.4%";"4.50";"4.50";"4.50";"-";"-";"4.50";"-";"Trop cher (Baisser !)"
"1939";"Porte-clés Pocket POP! Vinyl Hermione 4 cm";"FK68666";"3.23";"7.99";"2.47";"51.5%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Opportunité (Augmenter !)"
"1940";"Puzzle Horcruxes";"HMB-PUZZHP06";"8.87";"18.00";"2.03";"40.9%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"1941";"Puzzle effet 3D Philosopher's Stone Poster (100 pièces )";"SDTWRN25369";"7.49";"15.00";"2.00";"40.1%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"1942";"Masque de Bellatrix Lestrange";"NN7325";"65.00";"119.95";"1.85";"35.0%";"109.95";"119.90";"114.93";"119.90";"-";"109.95";"0.00";"Marge faible (Vérifier)"
"1943";"Bouteille  350ml - Carte du maraudeur";"MAP4001MINI";"5.95";"12.95";"2.18";"44.9%";"19.90";"19.90";"19.90";"-";"-";"19.90";"-";"Opportunité (Augmenter !)"
"1945";"Marque-page Noël Hedwige - Boudchou";"2430000019456";"1.50";"3.00";"2.00";"40.0%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"1947";"Les animaux fantastiques - Vie & habitat";"J00442";"9.23";"13.90";"1.51";"20.3%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1948";"Les Animaux fantastiques 2 : Les crimes de Grindelwald - La Magie du cinéma";"J01505";"9.88";"14.90";"1.51";"20.4%";"8.95";"9.90";"9.43";"9.90";"8.95";"-";"-";"Trop cher (Baisser !)"
"1949";"Les animaux fantastiques - Vie et habitat - poche";"J02052";"5.11";"7.70";"1.51";"20.4%";"32.50";"32.50";"32.50";"32.50";"-";"-";"-";"Opportunité (Augmenter !)"
"1951";"Baguettes magiques - Coffret magique du Monde des Sorciers";"2430000019517";"11.61";"19.90";"1.71";"30.0%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Opportunité (Augmenter !)"
"1953";"Harry potter : une année de magie";"J04203";"19.91";"30.00";"1.51";"20.4%";"30.00";"30.00";"30.00";"30.00";"30.00";"-";"-";"Marge faible (Vérifier)"
"1955";"La magie du cinéma, 5  Les secrets de Dumbledore";"J03846";"17.85";"26.90";"1.51";"20.4%";"26.90";"26.90";"26.90";"-";"26.90";"-";"-";"Marge faible (Vérifier)"
"1957";"Veste Fleur Delacour Tournoi des Trois Sorciers";"CR1533";"22.95";"49.95";"2.18";"44.9%";"39.90";"39.90";"39.90";"39.90";"-";"-";"-";"Trop cher (Baisser !)"
"1960";"Poudlard Express - Métal moulé";"NN7982";"68.90";"139.95";"2.03";"40.9%";"139.95";"139.95";"139.95";"-";"-";"139.95";"-";"Marge faible (Vérifier)"
"1971";"Puzzle - Carte de la Terre du Milieu";"NN9472";"12.35";"24.90";"2.02";"40.5%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Marge faible (Vérifier)"
"1972";"Livre de stickers - 30 pages";"STBK-0008E";"10.34";"24.95";"2.41";"50.3%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1974";"Marque-page métal Poudlard";"BMEN-0009E";"4.04";"8.95";"2.22";"45.8%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"RAS"
"1975";"Stickers Journaux et Proclamations - 4 feuilles";"STPA-0001";"2.51";"5.00";"1.99";"39.8%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1976";"Stickers Phosphorescents - Patronus";"STGD-7003E";"1.36";"3.00";"2.21";"45.6%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1977";"Micro Stickers - 242 pièces";"STM-0021E";"2.00";"4.95";"2.48";"51.5%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1978";"Micro Stickers Botanique et créatures - 196 pièces";"STM-0024E";"2.00";"4.95";"2.48";"51.5%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1979";"Stickers Constellations effet émail - 15 pièces";"STFE-0046E";"2.28";"4.95";"2.17";"44.7%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1982";"Stickers 3D - Chibi";"STDM-0321E";"2.52";"5.90";"2.34";"48.7%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1983";"Stickers 3D - Aquarelle";"STDM-0332";"2.52";"5.00";"1.98";"39.5%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1984";"Stylo baguette Albus Dumbledore et support";"CR5403";"8.00";"16.95";"2.12";"43.4%";"17.90";"39.99";"32.61";"17.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"1986";"Puzzle Collage (1500 pièces)";"CLMT31690";"8.39";"22.90";"2.73";"56.0%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"RAS"
"1993";"Chope Poudlard";"NEMN-B5795U1";"33.36";"59.90";"1.80";"33.2%";"18.99";"18.99";"18.99";"-";"18.99";"-";"-";"Trop cher (Baisser !)"
"2002";"Mini porte-monnaie Dobby";"HMB-PURSHP13";"5.64";"11.90";"2.11";"43.1%";"10.99";"10.99";"10.99";"-";"10.99";"-";"-";"Trop cher (Baisser !)"
"2015";"Boucles d’oreilles Armoirie de Poudlard";"EWE0026";"5.75";"12.99";"2.26";"46.9%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2032";"Hache de Gimli";"NN2222";"71.50";"129.95";"1.82";"34.0%";"129.90";"129.90";"129.90";"129.90";"-";"-";"-";"Marge faible (Vérifier)"
"2037";"Tote bag Poudlard Aby";"TBA0055";"4.99";"10.00";"2.00";"40.1%";"12.00";"12.00";"12.00";"-";"-";"12.00";"-";"Opportunité (Augmenter !)"
"2042";"Tote Bag - Fumseck";"MAP2415";"4.70";"10.00";"2.13";"43.6%";"9.90";"9.90";"9.90";"9.90";"-";"-";"-";"Marge faible (Vérifier)"
"2052";"Tote Bag - Hedwige";"MAP2403";"4.70";"10.00";"2.13";"43.6%";"9.90";"9.90";"9.90";"9.90";"-";"-";"-";"Marge faible (Vérifier)"
"2059";"Tote Bag - Luna Lovegood portrait";"MAP2407";"4.70";"10.00";"2.13";"43.6%";"9.90";"9.90";"9.90";"9.90";"-";"-";"-";"Marge faible (Vérifier)"
"2061";"Choixpeau - Peluche interactive";"NN8113";"37.70";"74.95";"1.99";"39.6%";"74.95";"74.95";"74.95";"-";"-";"74.95";"-";"Marge faible (Vérifier)"
"2065";"Puzzle Gryffondor (500 pièces)";"NMR62178";"8.42";"17.00";"2.02";"40.6%";"24.90";"24.90";"24.90";"24.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"2066";"Puzzle Young Wizard Harry Potter (1000 pièces)";"RAVE15171";"6.47";"19.90";"3.08";"61.0%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"2068";"Lot de 3 paires de chaussettes hautes Poufsouffle";"CR1644";"9.30";"19.50";"2.10";"42.8%";"20.00";"20.00";"20.00";"-";"-";"20.00";"-";"Marge faible (Vérifier)"
"2069";"Lot de 3 paires de chaussettes hautes Serdaigle";"CR1643";"9.30";"19.50";"2.10";"42.8%";"20.00";"20.00";"20.00";"-";"-";"20.00";"-";"Marge faible (Vérifier)"
"2070";"Lot de 3 paires de chaussettes hautes Serpentard";"CR1642";"9.30";"19.50";"2.10";"42.8%";"20.00";"20.00";"20.00";"-";"-";"20.00";"-";"Marge faible (Vérifier)"
"2071";"Lot de 3 paires de chaussettes hautes Gryffondor";"CR1641";"9.30";"19.50";"2.10";"42.8%";"20.00";"20.00";"20.00";"-";"-";"20.00";"-";"Marge faible (Vérifier)"
"2078";"Harry Potter et le prince de sang mêlé - Serpentard";"J01640";"19.84";"29.90";"1.51";"20.4%";"28.50";"47.50";"38.00";"47.50";"-";"28.50";"-";"Marge faible (Vérifier)"
"2079";"Harry Potter et le prince de sang mêlé - Poufsouffle";"J01639";"18.91";"28.50";"1.51";"20.4%";"47.50";"47.50";"47.50";"47.50";"-";"-";"-";"Opportunité (Augmenter !)"
"2080";"Harry Potter et le prince de sang mêlé - Serdaigle";"J01641";"19.84";"29.90";"1.51";"20.4%";"28.50";"47.50";"38.00";"47.50";"-";"28.50";"-";"Marge faible (Vérifier)"
"2081";"Harry Potter et le prince de sang mêlé - Gryffondor";"J01642";"19.84";"29.90";"1.51";"20.4%";"28.50";"47.50";"38.00";"47.50";"-";"28.50";"-";"Marge faible (Vérifier)"
"2087";"Grande peluche Fumseck le Phénix";"NN8873";"23.40";"44.95";"1.92";"37.5%";"24.95";"25.90";"25.42";"25.90";"-";"24.95";"0.00";"Trop cher (Baisser !)"
"2098";"Panneau métal La carte des maraudeurs";"TBM-0675";"4.07";"9.90";"2.43";"50.7%";"19.90";"19.90";"19.90";"-";"-";"19.90";"-";"Opportunité (Augmenter !)"
"2104";"Mini puzzle - Posters des films";"GSET-0002E";"10.34";"22.00";"2.13";"43.6%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"2105";"Stickers - Créatures d'Hagrid";"ST-2334E";"1.32";"3.00";"2.27";"47.2%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2106";"Stickers - Professeurs de Poudlard";"ST-2335E";"1.32";"3.00";"2.27";"47.2%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2107";"Stickers 3D - Dumbledore";"STDM-0335";"2.35";"5.00";"2.13";"43.6%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2108";"Stickers 3D - Chemin de Traverse";"STDM-0336";"2.51";"5.00";"1.99";"39.8%";"34.90";"34.90";"34.90";"34.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"2109";"Stickers sortilèges";"STFE-0043";"2.11";"4.50";"2.13";"43.7%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2110";"Stickers - Baguettes";"STFE-0044";"2.11";"4.50";"2.13";"43.7%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"0.00";"Opportunité (Augmenter !)"
"2111";"Stickers Epais - Hedwige";"STP-0085";"1.79";"4.00";"2.23";"46.3%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2112";"Stickers classiques Harry Potter";"STPA-0003";"2.35";"5.00";"2.13";"43.6%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2113";"Stickers - Faune et Flore de Poudlard";"STPL-0025";"2.35";"5.00";"2.13";"43.6%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2126";"Set papeterie Hogwarts";"CRD2700000372";"9.40";"18.00";"1.91";"37.3%";"13.90";"13.90";"13.90";"13.90";"-";"-";"-";"Trop cher (Baisser !)"
"2127";"Peluche Patronus Loutre";"NN8453";"14.30";"29.95";"2.09";"42.7%";"29.90";"29.95";"29.92";"29.90";"-";"29.95";"0.00";"Marge faible (Vérifier)"
"2128";"Peluche Patronus Lièvre";"NN8455";"14.30";"29.95";"2.09";"42.7%";"29.90";"29.95";"29.92";"29.90";"-";"29.95";"0.00";"Marge faible (Vérifier)"
"2129";"Peluche Patronus Cerf";"NN8451";"14.30";"29.95";"2.09";"42.7%";"29.95";"29.95";"29.95";"-";"-";"29.95";"0.00";"Marge faible (Vérifier)"
"2131";"Peluche Patronus Phénix";"NN8452";"14.30";"29.95";"2.09";"42.7%";"29.90";"29.95";"29.92";"29.90";"-";"29.95";"0.00";"Marge faible (Vérifier)"
"2134";"Stylo baguette Luna Lovegood et support";"CR5402";"8.00";"16.95";"2.12";"43.4%";"17.90";"39.99";"32.61";"17.90";"39.99";"39.95";"0.00";"Marge faible (Vérifier)"
"2144";"Collier Retourneur de temps tournant 30 mm";"EWN0097";"9.85";"19.99";"2.03";"40.9%";"11.90";"24.90";"16.60";"11.90";"12.99";"24.90";"0.00";"Marge faible (Vérifier)"
"2152";"Porte-monnaie Honeydukes";"PURSHP23";"8.90";"18.00";"2.02";"40.7%";"19.90";"19.90";"19.90";"19.90";"-";"-";"0.00";"Marge faible (Vérifier)"
"2153";"Sacoche - Chemin de Traverse";"BAGMHP14";"21.00";"39.90";"1.90";"36.8%";"34.90";"34.90";"34.90";"34.90";"-";"-";"-";"Trop cher (Baisser !)"
"2157";"Porte-monnaie Hedwige";"PURSHP04";"8.29";"16.90";"2.04";"41.1%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2158";"Porte-monnaie Poudlard";"PURSHP06";"7.95";"15.99";"2.01";"40.3%";"38.99";"38.99";"38.99";"-";"38.99";"-";"-";"Opportunité (Augmenter !)"
"2159";"Boule à neige - Dobby";"SGHP09";"15.75";"29.90";"1.90";"36.8%";"27.90";"34.90";"31.40";"34.90";"-";"27.90";"-";"Marge faible (Vérifier)"
"2160";"Boule à neige - Hedwige";"SGHP08";"15.95";"32.99";"2.07";"42.0%";"29.95";"79.90";"54.93";"79.90";"-";"29.95";"-";"Marge faible (Vérifier)"
"2164";"Pin's Wingardium Leviosa";"PBADHP72";"2.10";"4.99";"2.38";"49.5%";"6.90";"6.90";"6.90";"-";"-";"6.90";"-";"Opportunité (Augmenter !)"
"2171";"Grande peluche Dobby";"NN7216";"23.40";"44.95";"1.92";"37.5%";"25.90";"44.99";"35.45";"25.90";"44.99";"-";"0.00";"Marge faible (Vérifier)"
"2183";"Puzzle Panorama Portraits (1000 pièces)";"CLMT39639";"8.00";"20.00";"2.50";"52.0%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"2185";"Boule à neige Hedwige et choixpeau";"B5959V2";"32.50";"64.99";"2.00";"40.0%";"29.95";"34.90";"32.42";"34.90";"-";"29.95";"-";"Trop cher (Baisser !)"
"2191";"Puzzle pour enfants XXL Poudlard (300 pièces)";"RAVE13365";"7.89";"16.00";"2.03";"40.8%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"2192";"Carnet rigide et marque-page - Hermione et ses sorts";"MAP5104";"7.90";"17.95";"2.27";"47.2%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Trop cher (Baisser !)"
"2206";"Harry Potter à l'école des sorciers - poche";"J04437";"5.94";"8.95";"1.51";"20.4%";"9.30";"37.50";"23.40";"37.50";"9.30";"-";"-";"Marge faible (Vérifier)"
"2207";"Harry Potter et la chambre des secrets - poche";"J04438";"6.17";"9.30";"1.51";"20.4%";"37.50";"37.50";"37.50";"37.50";"-";"-";"0.00";"Opportunité (Augmenter !)"
"2208";"Harry Potter et le prisonnier d'Askaban - poche";"J04439";"7.17";"10.80";"1.51";"20.3%";"42.50";"42.50";"42.50";"42.50";"-";"-";"-";"Opportunité (Augmenter !)"
"2209";"Harry Potter et la coupe de feu - poche";"J04440";"10.22";"15.40";"1.51";"20.4%";"49.50";"75.00";"66.50";"49.50";"74.99";"75.00";"-";"Opportunité (Augmenter !)"
"2211";"Harry Potter et le prince de sang mêlé - poche";"J04442";"9.88";"14.90";"1.51";"20.4%";"47.50";"47.50";"47.50";"47.50";"-";"-";"-";"Opportunité (Augmenter !)"
"2215";"Bouteille Honeydukes 500ml";"CR4025";"9.99";"21.95";"2.20";"45.4%";"20.90";"20.90";"20.90";"20.90";"-";"-";"0.00";"Trop cher (Baisser !)"
"2216";"Crayon à papier Carte du Maraudeur";"EHPPCL118";"0.65";"1.80";"2.77";"56.7%";"1.30";"19.90";"10.60";"1.30";"-";"19.90";"-";"RAS"
"2218";"Charm Diadème de Serdaigle";"EHP000124";"3.45";"7.99";"2.32";"48.2%";"27.90";"27.90";"27.90";"-";"-";"27.90";"-";"Opportunité (Augmenter !)"
"2220";"Le grand livre d'activités de Poudlard";"J04551";"6.36";"10.90";"1.71";"30.0%";"9.90";"15.00";"11.60";"15.00";"9.90";"9.90";"0.00";"Marge faible (Vérifier)"
"2222";"Le livre de coloriage de Poudlard";"J04553";"8.56";"12.90";"1.51";"20.4%";"9.90";"16.75";"13.32";"9.90";"16.75";"-";"0.00";"Marge faible (Vérifier)"
"2233";"Lot de 3 bracelets d’amitié - Argentés";"EHPFB0450";"5.95";"13.95";"2.34";"48.8%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2235";"Porte-clés le Chicaneur";"EKR000248";"6.50";"13.99";"2.15";"44.2%";"11.90";"15.90";"13.90";"11.90";"-";"15.90";"-";"Marge faible (Vérifier)"
"2239";"Sacoche bandoulière Honeydukes";"CR2416";"6.80";"14.95";"2.20";"45.4%";"10.90";"10.90";"10.90";"10.90";"-";"-";"0.00";"Trop cher (Baisser !)"
"2240";"Décoration de Noël Love potion";"EHPCD0053";"7.95";"15.99";"2.01";"40.3%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2243";"Casquette Gryffondor";"CR2641";"8.65";"19.95";"2.31";"48.0%";"20.90";"20.90";"20.90";"20.90";"-";"-";"0.00";"RAS"
