"Referrer source","Referrer name","Session city","Online store visitors","Sessions"
"direct",,"Cubatão",9,9
"direct",,"Cagnes-sur-Mer",3,9
"social","instagram","Lorient",9,9
"direct",,"Amsterdam",9,9
"direct",,"Conselheiro Lafaiete",9,9
"direct",,"Le Petit-Quevilly",8,9
"social","facebook","Grand-Couronne",7,9
"direct",,"Bois-Guillaume",7,9
"direct",,"Monterrey",9,9
"direct",,"Lages",9,9
"search","google","Béziers",8,9
"direct",,"Currais Novos",9,9
"search","google","Rezé",3,9
"social","instagram","Caudebec-lès-Elbeuf",8,9
"social","instagram","Claye-Souilly",4,9
"social","facebook","Villejuif",8,9
"direct",,"Poços de Caldas",9,9
"search","google","Noisy-le-Sec",7,9
"search","google","Noisy-le-Grand",9,9
"social","facebook","Aubervilliers",7,9
"search","google","Montlouis-sur-Loire",9,9
"search","google","Châlons-en-Champagne",9,9
"social","instagram","Montreuil",9,9
"search","google","Québec",9,9
"social","instagram","Dieppe",7,9
"search","google","Décines-Charpieu",8,9
"search","google","Bondy",9,9
"direct",,"L'Haÿ-les-Roses",3,9
"direct",,"Bondy",6,9
"direct",,"Compiègne",6,9
"direct",,"Nashville",9,9
"social","instagram","Montigny-le-Bretonneux",8,9
"social","facebook","Brionne",4,8
"search","google","Auxerre",8,8
"social","facebook","Canéjan",2,8
"direct",,"Ferraz de Vasconcelos",8,8
"direct",,"Lanús",8,8
"direct",,"Divinópolis",8,8
"direct",,"Suresnes",5,8
"social","facebook","Aix-en-Provence",8,8
"direct",,"Saquarema",8,8
"search","google","Sionviller",2,8
"search","google","Millery",8,8
"direct",,"Muret",3,8
"search","google","Normanville",3,8
"direct",,"Vitória de Santo Antão",8,8
"search","google","Chelles",8,8
"social","facebook","Carvin",8,8
"direct",,"Luleå",8,8
"social","instagram","Treillières",2,8
"direct",,"Guangzhoucun",8,8
"direct",,"Dallas",8,8
"search","google","Troyes",7,8
"social","facebook","Libourne",5,8
"social","facebook","Saint-Denis-lès-Bourg",8,8
"social","instagram","Valenciennes",8,8
"direct",,"Mesnil-Panneville",5,8
"direct",,"City of London",8,8
"social","instagram","Noyon",3,8
"social","instagram","Zurich",7,8
"direct",,"São João da Boa Vista",8,8
"direct",,"Três Lagoas",8,8
"direct",,"Lomas de Zamora",8,8
"direct",,"Kyiv",6,8
"direct",,"Chennai",8,8
"direct",,"Ponte Nova",8,8
"direct",,"Franco da Rocha",8,8
"social","facebook","Villeneuve-d'Ascq",8,8
"direct",,"Clonee",8,8
"direct",,"Pont-Audemer",4,8
"direct",,"Registro",8,8
"direct",,"La Paz",8,8
"social","facebook","Gap",4,8
"social","instagram","Montauban",8,8
"search","google","Palaiseau",7,8
"direct",,"Puteaux",5,8
"search","google","Évry",8,8
"direct",,"Téteghem",2,8
"direct",,"Saint-Sébastien-sur-Loire",2,8
"direct",,"Catalão",8,8
"direct",,"Toledo",8,8
"direct",,"Córdoba",8,8
"direct",,"Rio Claro",8,8
"social","instagram","Vauvert",6,8
"direct",,"Petit-Couronne",6,8
"social","facebook","Nevers",4,8
"direct",,"Brioude",1,8
"direct",,"Palmares",8,8
"direct",,"Alfortville",8,8
"social","instagram","Champigny-sur-Marne",8,8
"direct",,"Parnaíba",8,8
"direct",,"La Roche-sur-Yon",3,8
"search","google","Caudebec-lès-Elbeuf",8,8
"direct",,"Fontenay-sous-Bois",5,8
"direct",,"São Sebastião do Paraíso",8,8
"direct",,"Bengaluru",8,8
"direct",,"Jaguariúna",8,8
"direct",,"Itanhaém",8,8
"direct",,"Pato Branco",8,8
"search","google","Montargis",8,8
"direct",,"Embu das Artes",8,8
"direct",,"Vitória",8,8
"social","facebook","Saint-Quentin",7,8
"direct",,"Muriaé",8,8
"direct",,"Medina",8,8
"direct",,"Jaguariaíva",8,8
"direct",,"Concórdia",8,8
"direct",,"Livron-sur-Drôme",3,8
"direct",,"Cognac",4,8
"search","bing","Rouen",6,8
"social","instagram","Antibes",6,8
"direct",,"Alegrete",8,8
"direct",,"Ludhiana",8,8
"social","instagram","Aubervilliers",8,8
"direct",,"Cajamar",8,8
"social","facebook","Trosly-Breuil",1,8
"social","instagram","Chartres",7,8
"direct",,"Ijuí",8,8
"direct",,"Catanduva",8,8
"direct",,"Rosario",8,8
"direct",,"Içara",8,8
"direct",,"Ahmedabad",8,8
"social","instagram","Cherbourg",6,8
"social","facebook","Hong Kong",4,8
"direct",,"Jacobina",8,8
"direct",,"Bagé",8,8
"direct",,"Mendoza",8,8
"search","google","Saint-Pierre",6,8
"search","google","Libourne",6,8
"direct",,"Lagoa Santa",8,8
"search","google","Bourg-Achard",5,8
"direct",,"Scarborough",8,8
"direct",,"Thành Phố Phủ Lý",8,8
"direct",,"Nova Lima",8,8
"social","instagram","Champs-sur-Marne",8,8
"search","google","Déville-lès-Rouen",8,8
"direct",,"Palmeira dos Índios",8,8
"direct",,"Guarabira",8,8
"social","facebook","Laon",6,8
"direct",,"Mulhouse",8,8
"social","instagram","Asnières-sur-Seine",7,8
"direct",,"Frankfurt am Main",7,8
"social","instagram","Bourges",7,8
"social","facebook","Brussels",6,8
"direct",,"Itatiba",8,8
"direct",,"Huzhou",8,8
"social","facebook","Gretz-Armainvilliers",7,8
"search","ecosia","Paris",8,8
"direct",,"Edmonton",8,8
"direct",,"Tourlaville",2,8
"direct",,"Alfenas",8,8
"direct",,"Erechim",8,8
"direct",,"Caraguatatuba",8,8
"direct",,"Noisy-le-Sec",6,8
"social","facebook","Istres",5,8
"direct",,"Guaíba",8,8
"direct",,"Montluçon",4,7
"direct",,"Parobé",7,7
"search","google","Suresnes",4,7
"social","facebook","Chaumont",4,7
"social","instagram","Trappes",6,7
"direct",,"Las Vegas",7,7
"direct",,"Extrema",7,7
"social","facebook","Saint-Julien-en-Genevois",4,7
"social","facebook","Pont-à-Mousson",5,7
"direct",,"Marabá",7,7
"social","instagram","Dole",5,7
"search","google","Vienne",6,7
"social","facebook","Petit-Couronne",3,7
"social","facebook","Vannes",6,7
"direct",,"Bruay-la-Buissière",3,7
"direct",,"Valparaíso de Goiás",7,7
"social","facebook","Abbeville",3,7
"direct",,"San Juan",7,7
"direct",,"Rillieux-la-Pape",1,7
"direct",,"Jandira",7,7
"social","facebook","Argentan",2,7
"search","google","Livron-sur-Drôme",7,7
"direct",,"Notre-Dame-de-Bondeville",5,7
"direct",,"Surrey",7,7
"direct",,"Richmond",7,7
"search","google","Meudon",7,7
"social","instagram","Foix",3,7
"direct",,"Béthune",3,7
"search","google","Montrouge",7,7
"direct",,"Astana",7,7
"direct",,"Nanchang",7,7
"direct",,"Hưng Hà",7,7
"direct",,"Coro",7,7
"social","facebook","La Clayette",3,7
"direct",,"Denver",7,7
"direct",,"Mitry-Mory",5,7
"direct",,"Santa Teresa",7,7
"search","google","Toronto",4,7
"social","facebook","Rontalon",1,7
"direct",,"Camors",1,7
"direct",,"Manta",7,7
"direct",,"Zibo",7,7
"social","facebook","Choisy-le-Roi",7,7
"social","facebook","Évry",6,7
"direct",,"Cachoeira do Sul",7,7
"social","instagram","Meaux",6,7
"direct",,"Chauny",4,7
"direct",,"Croix",6,7
"direct",,"Tubarão",7,7
"direct",,"Mogi Guaçu",7,7
"social","facebook","Créteil",7,7
"social","facebook","Schiltigheim",5,7
"direct",,"Pedro Leopoldo",7,7
"social","instagram","Brionne",1,7
"social","facebook","Rochefort",3,7
"direct",,"Queens",7,7
"direct",,"Marcq-en-Barœul",3,7
"search","google","Versailles",7,7
"direct",,"Évry",4,7
"social","facebook","Aurillac",6,7
"social","facebook","Rillieux-la-Pape",6,7
"direct",,"Quận Bình Thạnh",7,7
"search","google","La Seyne-sur-Mer",6,7
"direct",,"Putian",7,7
"direct",,"Saint-Estève",2,7
"search","baidu",,7,7
"direct",,"Champigny-sur-Marne",5,7
"direct",,"Ambly-sur-Meuse",1,7
"direct",,"Cali",7,7
"direct",,"Nanterre",6,7
"social","facebook","Montélimar",3,7
"social","instagram","Gouvieux",6,7
"search","google","Poissy",7,7
"direct",,"Paulo Afonso",7,7
"direct",,"Marans",1,7
"direct",,"Kolkata",7,7
"social","instagram","Montluçon",6,7
"direct",,"Goiana",7,7
"direct",,"Saint-Herblain",4,7
"search","google","Mitry-Mory",7,7
"direct",,"Esmeraldas",7,7
"direct",,"Penápolis",7,7
"social","facebook","Montreal",6,7
"direct",,"Vidauban",2,7
"direct",,"Romainville",3,7
"search","google","Cholet",7,7
"social","facebook","Saint-Étienne-du-Rouvray",7,7
"social","instagram","Avignon",7,7
"search","google","Castres",6,7
"direct",,"Itapemirim",7,7
"direct",,"Quixadá",7,7
"search","google","Belfort",7,7
"search","google","Valence",7,7
"search","google","Saint-Julien-en-Genevois",7,7
"direct",,"Gretz-Armainvilliers",6,7
"direct",,"Luziânia",7,7
"search","google","Barbazan-Debat",2,7
"social","instagram","Charleville-Mézières",6,7
"social","facebook","Colmar",7,7
"direct",,"Vancouver",7,7
"direct",,"Cuauhtémoc",7,7
"social","facebook","Auxerre",3,7
"social","facebook","Porto-Vecchio",5,7
"direct",,"Douai",6,7
"social","facebook","Hayange",7,7
"search","google","Franconville",6,7
"direct",,"Machala",7,7
"search","google","Agen",7,7
"direct",,"Artur Nogueira",7,7
"direct",,"Bragança",7,7
"direct",,"Ambato",7,7
"direct",,"Bernay",3,7
"direct",,"Luis Eduardo Magalhães",7,7
"direct",,"La Plata",7,7
"search","google","Charleroi",6,7
"direct",,"Senador Canedo",7,7
"email","gmail","Rouen",7,7
"direct",,"Forges-les-Eaux",3,7
"social","instagram","Maromme",6,7
"direct",,"Lagoa da Prata",7,7
"direct",,"Franconville",7,7
"social","instagram","Romans-sur-Isère",3,7
"direct",,"Pavilly",3,7
"direct",,"San Francisco",7,7
"search","google","Bezons",6,7
"search","google","Clamart",7,7
"direct",,"Salgueiro",7,7
"direct",,"Itu",7,7
"search","google","Bosc-Bordel",1,7
"direct",,"Concepción",7,7
"social","instagram","Jarville-la-Malgrange",6,7
"social","facebook","Champigny-sur-Marne",5,7
"direct",,"Los Polvorines",7,7
"social","facebook","Saint-Cyr-l'École",6,7
"search","google","Pavilly",6,7
"direct",,"Sète",2,7
"direct",,"Ciudad del Este",7,7
"direct",,"Caudebec-lès-Elbeuf",4,7
"direct",,"Fazenda Rio Grande",7,7
"social","facebook","New York",6,7
"search","google","Chalon-sur-Saône",7,7
"direct",,"Caxias",7,7
"unknown","mesenvies","Muret",3,7
"direct",,"Goianinha",7,7
"direct",,"Villa Ballester",7,7
"social","facebook","Saint-Valery-en-Caux",6,7
"direct",,"Salto",7,7
"direct",,"Montélimar",3,7
"social","facebook","Montlouis-sur-Loire",6,7
"direct",,"Tirana",6,7
"search","google","Issy-les-Moulineaux",7,7
"direct",,"Kuala Lumpur",7,7
"direct",,"Mairiporã",7,7
"direct",,"Ibirité",7,7
"direct",,"Rio Bonito",7,7
"social","instagram","Pessac",6,7
"search","google","Darnétal",6,7
"social","instagram","Chelles",3,7
"direct",,"Irecê",7,7
"social","facebook","Crépy-en-Valois",7,7
"direct",,"São Bento do Sul",7,7
"direct",,"Choisy-le-Roi",7,7
"direct",,"Boa Vista",7,7
"direct",,"Abidjan",7,7
"direct",,"Seattle",7,7
"social","instagram","Vitrolles",7,7
"direct",,"Forquilhinha",6,6
"direct",,"Aire-sur-la-Lys",2,6
"search","google","Ghent",6,6
"direct",,"Pinheiro",6,6
"social","facebook","Louviers",5,6
"social","facebook","Argenteuil",6,6
"direct",,"Bezerros",6,6
"direct",,"Sacramento",6,6
"direct",,"Les Abymes",3,6
"social","instagram","Bobigny",4,6
"search","google","Saulx-les-Chartreux",2,6
"social","facebook","Levallois-Perret",5,6
"direct",,"Breteuil",3,6
"search","google","Saint-Priest",6,6
"direct",,"Guiyang",6,6
"social","facebook","Sartrouville",4,6
"direct",,"Santa Rita",6,6
"social","facebook","Isle",1,6
"direct",,"Olinda",6,6
"social","instagram","Meyreuil",6,6
"direct",,"Davao City",6,6
"direct",,"Ingwiller",2,6
"direct",,"Antony",4,6
"social","instagram","Pantin",5,6
"search","google","Villefranche-sur-Saône",6,6
"direct",,"Ouro Preto",6,6
"social","facebook","Douai",5,6
"direct",,"Camboriú",6,6
"direct",,"Itajubá",6,6
"search","google","Pontault-Combault",6,6
"search","google","Anglet",6,6
"search","google","Bergerac",6,6
"social","instagram","Mésanger",4,6
"direct",,"Santana de Parnaíba",6,6
"direct",,"Querétaro City",6,6
"direct",,"Lauro de Freitas",6,6
"direct",,"Guarapuava",6,6
"direct",,"Curvelo",6,6
"social","instagram","Tournefeuille",6,6
"direct",,"Itaporanga",6,6
"social","facebook","Rive-de-Gier",3,6
"search","google","Châteaurenard",6,6
"social","facebook","Les Bordes",3,6
"direct",,"Santo Antônio da Patrulha",6,6
"direct",,"Atibaia",6,6
"direct",,"Poitiers",6,6
"social","instagram","St-Malo",6,6
"direct",,"Aparecida de Goiânia",6,6
"social","instagram","Liévin",4,6
"social","instagram","Neuilly-sur-Seine",6,6
"social","instagram","Morlaix",6,6
"direct",,"Viçosa",6,6
"search","google","Alençon",6,6
"direct",,"Independência",6,6
"direct",,"Taquara",6,6
"direct",,"Lagarto",6,6
"search","google","Corbeil-Essonnes",6,6
"direct",,"Itaperuna",6,6
"social","facebook","Annequin",3,6
"search","google","Carvin",4,6
"social","instagram","Bron",6,6
"social","instagram","Marcq-en-Barœul",6,6
"direct",,"Aurora",6,6
"search","google","Notre-Dame-de-Bondeville",4,6
"direct",,"Brumadinho",6,6
"social","facebook","Agen",4,6
"search","google","Draguignan",5,6
"search","google","Charleville-Mézières",6,6
"social","instagram","Sélestat",1,6
"social","instagram","Villefranche-sur-Saône",6,6
"social","facebook","Saint-Astier",6,6
"search","google","Mathonville",3,6
"search","google","Les Andelys",5,6
"social","instagram","Rillieux-la-Pape",3,6
"social","instagram","Cernay",5,6
"direct",,"Atlanta",6,6
"search","google","Guignes",5,6
"social","facebook","Marcq-en-Barœul",6,6
"direct",,"Merlo",6,6
"direct",,"Saint-Nazaire",5,6
"direct",,"Mococa",6,6
"direct",,"Grand-Couronne",4,6
"search","google","Dreux",6,6
"social","instagram","Fénay",1,6
"social","instagram","L'Haÿ-les-Roses",2,6
"direct",,"São Lourenço",6,6
"direct",,"Berlin",5,6
"direct",,"Guaraciaba do Norte",6,6
"search","google","Aryanah",2,6
"direct",,"Ibiúna",6,6
"direct",,"Capivari",6,6
"social","instagram","Liège",6,6
"direct",,"Bertioga",6,6
"search","google","Orival",3,6
"social","facebook","Puget-sur-Argens",3,6
"search","google","Caluire-et-Cuire",6,6
"direct",,"São João Nepomuceno",6,6
"direct",,"Arequipa",6,6
"social","facebook","Déville-lès-Rouen",4,6
"direct",,"Saint-Brieuc",4,6
"social","facebook","Gray",2,6
"direct",,"Pirapora",6,6
"direct",,"Iguatu",6,6
"direct",,"Brétigny-sur-Orge",2,6
"direct",,"Saint-Julien-en-Genevois",4,6
"search","google","New York",6,6
"search","google","Abidjan",4,6
"social","instagram","Anglet",6,6
"social","facebook","Cognac",6,6
"social","facebook","Bretteville-sur-Odon",2,6
"search","google","Olivet",5,6
"direct",,"Cherbourg",2,6
"search","google","Albi",6,6
"direct",,"Marmande",3,6
"direct",,"Xishan",6,6
"social","instagram","Arras",4,6
"social","facebook","Bueil",3,6
"direct",,"Tampa",6,6
"direct",,"Santa Bárbara d'Oeste",6,6
"direct",,"Caldas Novas",6,6
"direct",,"Sydney",6,6
"direct",,"Beaurainville",2,6
"direct",,"San Juan Bautista",6,6
"direct",,"Vitrolles",5,6
"social","instagram","Vernaison",3,6
"search","google","Saint-Maur-des-Fossés",6,6
"search","google","Bussy-Saint-Georges",6,6
"search","google","Muret",6,6
"direct",,"Arapongas",6,6
"direct",,"Bouloc",3,6
"direct",,"Taiyuan",6,6
"direct",,"Saint-Christol-les-Alès",2,6
"social","facebook","Blagnac",3,6
"social","instagram","Saint-Priest",5,6
"social","facebook","Albi",5,6
"social","facebook","Saint-Jean-de-Braye",5,6
"direct",,"Washington",6,6
"direct",,"Caucaia",6,6
"social","facebook","Châlons-en-Champagne",5,6
"direct",,"Tân Tiến",6,6
"direct",,"Colmar",5,6
"search","google","Tournefeuille",6,6
"social","instagram","Noisy-le-Sec",6,6
"social","facebook","Vesoul",4,6
"search","google","Yzeure",4,6
"social","instagram","Belfort",6,6
"direct",,"Valmont",3,6
"direct",,"Manila",6,6
"direct",,"Barreiras",6,6
"social","instagram","Alfortville",5,6
"direct",,"Coronel Fabriciano",6,6
"search","google","Mantes-la-Jolie",6,6
"social","instagram","Senlis",6,6
"search","google","St-Malo",6,6
"direct",,"Graulhet",3,6
"search","google","Léry",5,6
"social","instagram","Raismes",1,6
"social","facebook","La Madeleine",5,6
"search","google","Lillebonne",6,6
"direct",,"Birigui",6,6
"search","google","Dinan",5,6
"social","instagram","Roanne",3,6
"direct",,"Senador Firmino",6,6
"social","instagram","Cenon",2,6
"direct",,"Narbonne",3,6
"direct",,"Salta",6,6
"search","google","Saint-Leu-d'Esserent",4,6
"direct",,"Piracuruca",6,6
"direct",,"Simões Filho",6,6
"direct",,"Kilis",6,6
"direct",,"Issy-les-Moulineaux",6,6
"search","google","Saint-Germain-en-Laye",6,6
"social","instagram","Boulogne-sur-Mer",4,6
"social","instagram","Le Houlme",1,6
"social","facebook","Rosny-sous-Bois",6,6
"direct",,"Bom Despacho",6,6
"direct",,"Uruguaiana",6,6
"direct",,"Tobias Barreto",6,6
"direct",,"La Chapelle-dAndaine",1,6
"search","google","Alfortville",4,6
"search","google","Antony",3,6
"direct",,"Canoinhas",6,6
"search","google","Conches-en-Ouche",5,6
"search","google","Les Clayes-sous-Bois",4,6
"direct",,"San José",6,6
"social","instagram","La Roche-sur-Foron",5,6
"direct",,"Chatou",4,6
"direct",,"Tokyo",5,6
"direct",,"Chang-hua",6,6
"social","instagram","Vernon",6,6
"search","google","Boos",6,6
"social","instagram","Cahors",5,6
"direct",,"Iztapalapa",6,6
"direct",,"Wambrechies",1,6
"direct",,"Araras",6,6
"search","google","Montivilliers",4,6
"direct",,"Annemasse",4,6
"social","facebook","Obernai",6,6
"search","google","Loos",5,6
"direct",,"Bihorel",4,6
"direct",,"Apucarana",6,6
"direct",,"Barbacena",6,6
"social","instagram","Brive-la-Gaillarde",5,6
"direct",,"Ribas do Rio Pardo",6,6
"social","instagram","Antony",6,6
"direct",,"Jaguarão",6,6
"search","google","La Louvière",6,6
"direct",,"Angoulême",4,6
"search","google","Ashburn",6,6
"search","google","Gasny",6,6
"social","facebook","Hilsenheim",2,6
"direct",,"Campo Bom",6,6
"search","google","Lorient",6,6
"direct",,"Saintes",3,6
"direct",,"Botucatu",6,6
"direct",,"Japeri",6,6
"direct",,"Jiaxing",6,6
"direct",,"Melun",5,6
"direct",,"Bursa",6,6
"social","instagram","Rosny-sous-Bois",3,6
"direct",,"Winnipeg",6,6
"direct",,"Caçador",6,6
"social","facebook","Niort",6,6
"direct",,"Esteio",6,6
"direct",,"Cataguases",6,6
"social","instagram","Lausanne",6,6
"direct",,"Cidade Ocidental",6,6
"social","facebook","Villefranche-sur-Saône",5,6
"direct",,"Baoding",6,6
"search","google","Châtenay-Malabry",6,6
"direct",,"Brooklyn",6,6
"social","instagram","Ghyvelde",1,6
"direct",,"Resende",6,6
"search","google","Nivelles",3,6
"search","google","Ghyvelde",1,6
"direct",,"Darnétal",6,6
"direct",,"Tripoli",6,6
"social","facebook","Sevran",5,6
"social","facebook","Blois",5,6
"direct",,"Águas Lindas de Goiás",6,6
"search","google","Casablanca",6,6
"direct",,"Itaboraí",6,6
"search","google","Mesnil-Panneville",5,6
"direct",,"Tieling",6,6
"social","facebook","Bezons",4,6
"direct",,"Château-Thierry",4,6
"social","instagram","Gaillon",3,6
"direct",,"Le Beausset",6,6
"direct",,"Seropédica",6,6
"direct",,"Rio Verde",6,6
"direct",,"São João de Meriti",6,6
"direct",,"Mernel",1,6
"social","facebook","Dunkirk",5,5
"direct",,"Kaifeng",5,5
"direct",,"Varois-et-Chaignot",1,5
"direct",,"Rio das Ostras",5,5
"search","google","Bischheim",5,5
"search","google","Montauban",5,5
"direct",,"Guadalupe",5,5
"direct",,"Thonon-les-Bains",3,5
"direct",,"Dois Vizinhos",5,5
"social","facebook","Carcassonne",5,5
"social","facebook","Castres",3,5
"direct",,"Drancy",4,5
"direct",,"Mauvezin",1,5
