"Referrer source","Referrer name","Session city","Online store visitors","Sessions"
"social","facebook","Tassin-la-Demi-Lune",1,2
"direct",,"Bresse-sur-Grosne",1,2
"social","facebook","Saint-Martin-de-la-Brasque",1,2
"direct",,"Nova Hartz",2,2
"direct",,"Nivelles",2,2
"search","google","Andernos-les-Bains",2,2
"direct",,"Melbourne",2,2
"search","google","Sindelfingen",1,2
"social","instagram","Orsay",2,2
"direct",,"Harskirchen",1,2
"direct",,"Liuchow",2,2
"search","google","Châtellerault",2,2
"social","facebook","Vincennes",1,2
"social","instagram","Breuillet",2,2
"direct",,"Romilly-sur-Andelle",2,2
"direct",,"Inhumas",2,2
"direct",,"Itabaianinha",2,2
"social","instagram","Rixheim",1,2
"search","google","Dozulé",2,2
"unknown","mesenvies","Escatalens",1,2
"search","google","Twickenham",2,2
"social","instagram","La Murette",1,2
"social","facebook","Martigues",2,2
"search","google","Vendin-le-Vieil",2,2
"direct",,"Santana do Araguaia",2,2
"direct",,"Monte Belo",2,2
"direct",,"Saint-Genis-Laval",1,2
"direct",,"Marrakesh",2,2
"social","facebook","Cachan",2,2
"social","facebook","Fondettes",1,2
"unknown","mesenvies","Pau",1,2
"direct",,"Greenville",2,2
"social","facebook","Nazelles-Négron",2,2
"social","facebook","Wimereux",1,2
"social","instagram","Mauvezin",1,2
"social","instagram","Les Herbiers",2,2
"search","google","Taverny",2,2
"search","google","Grasse",2,2
"social","facebook","Cavaillon",1,2
"direct",,"La Pintana",2,2
"direct",,"Yangon",2,2
"direct",,"Fléac",2,2
"social","facebook","Roye",2,2
"direct",,"Kennedy",2,2
"search","google","Bischwiller",2,2
"direct",,"Naucalpan",2,2
"social","facebook","Les Lilas",2,2
"direct",,"Bussy-Saint-Georges",2,2
"search","google","Carrières-sur-Seine",2,2
"social","instagram","Morteau",2,2
"direct",,"Étrépagny",2,2
"search","google","Bléré",2,2
"direct",,"El Carmen",2,2
"social","instagram","Pavie",2,2
"search","google","Les Essarts",2,2
"search","google","Armentières",2,2
"social","instagram","Clères",1,2
"search","google","Auby",2,2
"direct",,"Hengyang",2,2
"direct",,"Baku",2,2
"search","google","Bouzonville",2,2
"search","google","Briançon",2,2
"direct",,"Jabalpur",2,2
"direct",,"Grandfontaine",2,2
"social","facebook","Saint-Agnant",2,2
"social","facebook","Dompierre",2,2
"search","google","Milan",2,2
"search","google","Năvodari",1,2
"search","bing","Vannes",2,2
"direct",,"Soledad",2,2
"search","google","Charvonnex",2,2
"social","facebook","Montargis",2,2
"social","instagram","Bern",2,2
"direct",,"Jullouville",2,2
"social","instagram","Saint-Pierre-des-Fleurs",2,2
"search","google","Esquay-Notre-Dame",1,2
"direct",,"São João dos Patos",2,2
"direct",,"Albuquerque",2,2
"direct",,"Chelles",2,2
"direct",,"Baguio City",2,2
"search","google","Krakow",2,2
"social","facebook","Surgères",2,2
"direct",,"Huauchinango",2,2
"direct",,"Resistencia",2,2
"search","google","Les Lilas",1,2
"social","instagram","Saint-Julien-de-Concelles",2,2
"direct",,"Gaillon",2,2
"direct",,"Gentilly",1,2
"direct",,"Ibarra",2,2
"social","instagram","Paray-le-Monial",1,2
"direct",,"Shanwei",2,2
"search","google","Ans",2,2
"search","google","Berlin",2,2
"direct",,"Anyang",2,2
"social","instagram","Villemandeur",1,2
"direct",,"Cerro Azul",2,2
"direct",,"Cupira",2,2
"social","instagram","Aubusson",1,2
"social","facebook","Poisy",2,2
"social","instagram","Feytiat",2,2
"search","google","Desvres",2,2
"search","google","L'Union",2,2
"social","instagram","Saint-Pierre-des-Corps",1,2
"direct",,"Ilhabela",2,2
"direct",,"Visakhapatnam",2,2
"direct",,"Santo Antônio de Pádua",2,2
"social","facebook","Vic-Fezensac",1,2
"unknown","listy","Andernos-les-Bains",1,2
"social","instagram","Cuverville",1,2
"social","instagram","Drancy",2,2
"social","facebook","Seignelay",2,2
"search","google","Cadolive",2,2
"social","instagram","Belin-Béliet",1,2
"social","instagram","Saint-Jean-de-Védas",2,2
"search","google","Langres",2,2
"direct",,"Chapadinha",2,2
"direct",,"West Bloomfield",2,2
"social","facebook","Autun",2,2
"direct",,"Taipei",2,2
"direct",,"Jalandhar",2,2
"social","facebook","Rouffach",1,2
"search","google","Irigny",2,2
"search","bing","Chartres",2,2
"search","google","Roques",2,2
"social","facebook","Sotteville-lès-Rouen",2,2
"direct",,"Ibagué",2,2
"direct",,"Araxá",2,2
"direct",,"Mostardas",2,2
"search","google","Hazebrouck",2,2
"social","instagram","Chevreuse",1,2
"direct",,"Teolocholco",2,2
"social","facebook","Thaon",1,2
"social","facebook","Bellebat",1,2
"social","facebook","Mont-Saint-Aignan",2,2
"social","instagram","Chécy",1,2
"direct",,"Veracruz",2,2
"direct",,"Zaozhuang",2,2
"search","google","Waterloo",2,2
"direct",,"Saint-Gaudens",2,2
"search","google","Septèmes-les-Vallons",1,2
"search","google","Alès",2,2
"social","facebook","Claira",1,2
"direct",,"Langley",2,2
"search","google","Saint-Sébastien-sur-Loire",2,2
"search","google","Seysses",2,2
"direct",,"Durban",2,2
"direct",,"Teziutlán",2,2
"search","google","Reiningue",2,2
"direct",,"Omonville",1,2
"social","facebook","Montbrison",2,2
"direct",,"Boufféré",2,2
"direct",,"São João Evangelista",2,2
"search","google","Bourg-en-Bresse",2,2
"social","facebook","Caudebec-lès-Elbeuf",2,2
"direct",,"Vestal",2,2
"direct",,"Vif",2,2
"search","google","Bréval",2,2
"social","instagram","Cavaillon",2,2
"direct",,"Encino",2,2
"direct",,"Planaltina do Paraná",2,2
"social","instagram","Saint-Rémy-lès-Chevreuse",2,2
"social","facebook","Buchrain",1,1
"search","google","Saint-Privat-des-Vieux",1,1
"social","instagram","Maresché",1,1
"search","google","Marlenheim",1,1
"direct",,"Miguel Calmon",1,1
"social","instagram","Sorède",1,1
"direct",,"São Simão",1,1
"search","google","Jakarta",1,1
"social","instagram","Les Rosiers-sur-Loire",1,1
"social","instagram","Sundhouse",1,1
"social","instagram","La Jarrie",1,1
"social","facebook","Épinay-sur-Orge",1,1
"search","google","Marssac-sur-Tarn",1,1
"social","facebook","Habarcq",1,1
"direct",,"Strongsville",1,1
"search","google","Grand-Champ",1,1
"direct",,"Bruz",1,1
"social","instagram","Portets",1,1
"search","google","Forges-les-Eaux",1,1
"social","instagram","Ifs",1,1
"search","google","Varennes-en-Argonne",1,1
"search","google","McAllen",1,1
"direct",,"Gourdon",1,1
"direct",,"Brønshøj",1,1
"search","google","Ychoux",1,1
"social","facebook","Skopje",1,1
"direct",,"Southall",1,1
"direct",,"Le Breuil",1,1
"social","facebook","Ploubalay",1,1
"search","google","Uchaud",1,1
"search","google","Buffalo",1,1
"direct",,"Astolfo Dutra",1,1
"search","google","Loctudy",1,1
"direct",,"Boonville",1,1
"search","bing","Évreux",1,1
"social","instagram","Athée",1,1
"search","google","Prilly",1,1
"direct",,"Tláhuac",1,1
"social","instagram","León",1,1
"direct",,"São Sebastião do Anta",1,1
"direct",,"Auzielle",1,1
"social","instagram","Le Tampon",1,1
"direct",,"Tlalnepantla",1,1
"search","google","Champ-sur-Drac",1,1
"direct",,"Brejo do Cruz",1,1
"social","facebook","Saint-Marcel",1,1
"social","facebook","L'Aigle",1,1
"social","instagram","Bourg-Blanc",1,1
"direct",,"Barreiras do Piauí",1,1
"social","instagram","Givet",1,1
"social","facebook","Guilvinec",1,1
"direct",,"Louisville",1,1
"direct",,"Erbil",1,1
"search","google","Saint-Zacharie",1,1
"direct",,"Vera Cruz",1,1
"search","google","Clisson",1,1
"direct",,"Saujon",1,1
"search","google","Alkmaar",1,1
"search","google","Mondorff",1,1
"search","google","Ambly-sur-Meuse",1,1
"direct",,"Auriflama",1,1
"search","google","Saint-Martin-en-Haut",1,1
"direct",,"Lys-lez-Lannoy",1,1
"social","facebook","Bazancourt",1,1
"search","google","Le Taillan-Médoc",1,1
"social","instagram","Saint-Joseph",1,1
"social","instagram","Pirkkala",1,1
"direct",,"Catenay",1,1
"social","instagram","Bessancourt",1,1
"social","instagram","Pont-Sainte-Maxence",1,1
"search","google","Biel/Bienne",1,1
"social","facebook","Mernel",1,1
"social","facebook","Maubeuge",1,1
"social","instagram","Le Vésinet",1,1
"direct",,"Tiruvannamalai",1,1
"search","google","Chanteheux",1,1
"direct",,"Chauriat",1,1
"search","google","Locminé",1,1
"social","instagram","Bellerive-sur-Allier",1,1
"unknown","chatgpt","Sainte-Marie",1,1
"social","facebook","Questembert",1,1
"search","google","Soignies",1,1
"direct",,"Garibaldi",1,1
"direct",,"Bialystok",1,1
"social","instagram","Guillestre",1,1
"social","instagram","Avon",1,1
"direct",,"Salvaleón de Higüey",1,1
"direct",,"Oullins",1,1
"search","google","Virelade",1,1
"search","google","Eglingen",1,1
"search","yahoo!","Bagnolet",1,1
"search","google","Beauvoisin",1,1
"direct",,"Corrientes",1,1
"social","instagram","Vénérieu",1,1
"search","google","Remiremont",1,1
"direct",,"Ciudad Ojeda",1,1
"social","instagram","Le Landreau",1,1
"search","google","Montreuil-Juigné",1,1
"direct",,"Torrejón de Ardoz",1,1
"social","facebook","Avranches",1,1
"search","google","Monnaie",1,1
"search","google","Cournonsec",1,1
"search","google","Poznan",1,1
"direct",,"Reginópolis",1,1
"unknown","chatgpt","Blois",1,1
"social","facebook","Pont-Saint-Esprit",1,1
"direct",,"Claremont",1,1
"direct",,"Miranda do Norte",1,1
"direct",,"Limoeiro",1,1
"search","google","Le Landin",1,1
"search","google","Mirambeau",1,1
"search","google","Getxo",1,1
"social","instagram","Ramonville-Saint-Agne",1,1
"social","instagram","Lillebonne",1,1
"social","instagram","Quetigny",1,1
"social","instagram","Sion",1,1
"direct",,"Itaguaru",1,1
"direct",,"Flores da Cunha",1,1
"search","google","Lespinasse",1,1
"direct",,"Montbazon",1,1
"social","instagram","Mouguerre",1,1
"search","google","Saint-Ismier",1,1
"direct",,"Alto Rio Novo",1,1
"direct",,"Neuchâtel",1,1
"social","instagram","Chatou",1,1
"social","facebook","Gagny",1,1
"social","instagram","Sherbrooke",1,1
"search","google","Dieulefit",1,1
"direct",,"Spruce Grove",1,1
"social","facebook","Moyenmoutier",1,1
"social","instagram","Soorts",1,1
"social","facebook","Douvaine",1,1
"social","instagram","Ambronay",1,1
"direct",,"Jaciara",1,1
"direct",,"Nixa",1,1
"social","instagram","Étrelles",1,1
"social","instagram","Saint-Denis-de-lHôtel",1,1
"social","instagram","Graçay",1,1
"direct",,"Saint-Sauveur",1,1
"search","google","Hasparren",1,1
"direct",,"Oshawa",1,1
"direct",,"Henderson",1,1
"social","instagram","Fontenay-le-Comte",1,1
"search","yahoo!","Choisy-le-Roi",1,1
"social","instagram","Quaëdypre",1,1
"search","google","Lima",1,1
"direct",,"Itaberaí",1,1
"direct",,"Monte Vista",1,1
"search","google","Saint-Pierre-du-Bosguérard",1,1
"search","google","Nabeul",1,1
"search","google","Chevilly",1,1
"search","qwant","Saint-Brieuc",1,1
"search","google","Villefranche-sur-Mer",1,1
"direct",,"Pirkkala",1,1
"social","instagram","Noyant-la-Gravoyère",1,1
"social","facebook","Saint-Christophe-de-Valains",1,1
"search","google","Donnery",1,1
"social","facebook","Coublanc",1,1
"direct",,"Kaunas",1,1
"direct",,"Ancourt",1,1
"social","instagram","Las Vegas",1,1
"search","google","Hattenville",1,1
"direct",,"Antakya",1,1
"direct",,"Lucena City",1,1
"search","google","Nevy-sur-Seille",1,1
"search","google","Claye-Souilly",1,1
"direct",,"Dinajpur",1,1
"social","instagram","Meymac",1,1
"search","ecosia","Mitry-Mory",1,1
"direct",,"Santa Rita do Sapucaí",1,1
"search","google","Saint-Cyprien",1,1
"search","google","Grignols",1,1
"direct",,"Makkah",1,1
"search","bing","Saint-Genis-Pouilly",1,1
"direct",,"Chavagnes-en-Paillers",1,1
"search","google","Basse-Goulaine",1,1
"direct",,"Puycelsi",1,1
"direct",,"Dumont",1,1
"social","facebook","Combaillaux",1,1
"social","facebook","Sérent",1,1
"search","bing","Saint-Céré",1,1
"direct",,"Raposos",1,1
"direct",,"Mamborê",1,1
"social","instagram","Merxheim",1,1
"search","google","Venarey-les-Laumes",1,1
"social","instagram","Salindres",1,1
"direct",,"Montesson",1,1
"direct",,"Vesly",1,1
"social","facebook","Saint-Héand",1,1
"direct",,"Lons-le-Saunier",1,1
"direct",,"Levittown",1,1
"direct",,"Winfield",1,1
"social","instagram","Armancourt",1,1
"social","facebook","Coudekerque-Branche",1,1
"direct",,"Friendswood",1,1
"search","google","Beloeil",1,1
"direct",,"Sandusky",1,1
"direct",,"Pompéu",1,1
"social","facebook","Chailles",1,1
"direct",,"Wuhu",1,1
"social","instagram","Les Essarts-le-Roi",1,1
"direct",,"Joanópolis",1,1
"direct",,"Abuja",1,1
"direct",,"Casilda",1,1
"direct",,"Abovyan",1,1
"social","facebook","Janville",1,1
"social","instagram","Biganos",1,1
"search","google","Bruille-Saint-Amand",1,1
"direct",,"Fauquembergues",1,1
"social","instagram","Le Portel",1,1
"direct",,"Incarville",1,1
"direct",,"Whitby",1,1
"direct",,"Garden Grove",1,1
"search","google","Tignieu",1,1
"direct",,"New Westminster",1,1
"social","instagram","Bondues",1,1
"social","facebook","Écully",1,1
"search","google","Van",1,1
"direct",,"Uitenhage",1,1
"direct",,"Jouy-sur-Morin",1,1
"search","google","Mordelles",1,1
"direct",,"Rinxent",1,1
"direct",,"Necochea",1,1
"social","facebook","Nieul",1,1
"social","instagram","Audenge",1,1
"search","google","Zapopan",1,1
"social","facebook","Burdur",1,1
"direct",,"Valls",1,1
"search","google","Haguenau",1,1
"social","facebook","Mervans",1,1
"direct",,"Hecelchakán",1,1
"search","google","Grignan",1,1
"search","google","Le Tilleul",1,1
"search","lilo","Notre-Dame-de-Gravenchon",1,1
"direct",,"Medeiros Neto",1,1
"search","google","Foucarmont",1,1
"search","google","Douvres-la-Délivrande",1,1
"social","instagram","Harskirchen",1,1
"social","facebook","Rouves",1,1
"social","facebook","Reventin-Vaugris",1,1
"direct",,"Bouchemaine",1,1
"unknown","brave","Hong Kong",1,1
"search","google","Villeparisis",1,1
"social","instagram","Neuilly-sur-Marne",1,1
"search","google","Champagné",1,1
"direct",,"Saint-Lô",1,1
"search","google","Saujon",1,1
"search","google","Guerlédan",1,1
"social","facebook","Freyming-Merlebach",1,1
"direct",,"Fourmies",1,1
"unknown","phonomade","Paris",1,1
"direct",,"Mossyrock",1,1
"social","facebook","Chappes",1,1
"direct",,"New Laguna",1,1
"direct",,"Thourotte",1,1
"direct",,"Kota",1,1
"direct",,"Senador Pompeu",1,1
"social","facebook","Plouider",1,1
"search","google","Barenton",1,1
"search","google","Martignas-sur-Jalle",1,1
"direct",,"La Fouillouse",1,1
"direct",,"Mondragon",1,1
"direct",,"Aguaí",1,1
"social","instagram","Montracol",1,1
"direct",,"Querência",1,1
"social","facebook","Saujon",1,1
"direct",,"Portão",1,1
"direct",,"Itamari",1,1
"direct",,"Chavantes",1,1
"social","facebook","Arzano",1,1
"direct",,"Wainwright",1,1
"direct",,"Simcoe",1,1
"unknown","mesenvies","Lavernose-Lacasse",1,1
"social","instagram","Épinac",1,1
"social","instagram","Ribérac",1,1
"social","instagram","Douvrin",1,1
"direct",,"São Gonçalo dos Campos",1,1
"direct",,"Alto Paraju",1,1
"social","facebook","Le Pontet",1,1
"direct",,"Westminster",1,1
"direct",,"Senhora dos Remédios",1,1
"search","google","Aubagne",1,1
"social","instagram","Audun-le-Roman",1,1
"direct",,"Menton",1,1
"social","instagram","Mondeville",1,1
"direct",,"Esperantinópolis",1,1
"search","google","Boëseghem",1,1
"direct",,"Ricaurte",1,1
"social","instagram","Niederwangen",1,1
"direct",,"Minas",1,1
"direct",,"Kazume",1,1
"search","google","Warmeriville",1,1
"direct",,"Naranjito",1,1
"social","instagram","Rivas",1,1
"social","facebook","Coulounieix-Chamiers",1,1
"social","facebook","Naaldwijk",1,1
"social","instagram","Homécourt",1,1
"search","google","Lent",1,1
"search","google","Messein",1,1
"direct",,"Piedade de Ponte Nova",1,1
"search","google","Fontenay-aux-Roses",1,1
"direct",,"Vinhedo",1,1
"search","google","Algrange",1,1
"search","google","Belleu",1,1
"unknown","umatrcs",,1,1
"direct",,"Cattenom",1,1
"direct",,"Cercié",1,1
"search","google","Guéret",1,1
"direct",,"Esenyurt",1,1
"social","instagram","Cheillé",1,1
"direct",,"Malambo",1,1
"search","bing","Luxeuil-les-Bains",1,1
"social","facebook","Roches-Prémarie-Andillé",1,1
"search","google","Pin",1,1
"social","instagram","Blagnac",1,1
"social","instagram","Thanvillé",1,1
"direct",,"Rambouillet",1,1
"search","google","Ribeauvillé",1,1
"direct",,"Châteauneuf-les-Martigues",1,1
"search","google","La Verrière",1,1
"direct",,"Vigneux-sur-Seine",1,1
"direct",,"Santa Quitéria do Maranhão",1,1
"social","instagram","Mourioux-Vieilleville",1,1
"direct",,"Hières-sur-Amby",1,1
"direct",,"Nouakchott",1,1
"social","facebook","Noyalo",1,1
"direct",,"Belleu",1,1
"social","facebook","Huntsville",1,1
"search","google","Bourg-Saint-Andéol",1,1
"direct",,"Cabuyao",1,1
"direct",,"Perth",1,1
"social","instagram","Tonnerre",1,1
"social","facebook","Ligny-en-Cambrésis",1,1
"search","google","Sablé-sur-Sarthe",1,1
"direct",,"Gualeguaychú",1,1
"search","bing","Hayange",1,1
"search","google","La Falaise",1,1
"social","instagram","Calais",1,1
"social","facebook","Saint-Germain-lès-Arpajon",1,1
"direct",,"Paraguaçu Paulista",1,1
"direct",,"Wethersfield",1,1
"social","facebook","Requeil",1,1
"social","instagram","La Garde",1,1
"search","google","Lanester",1,1
"direct",,"Itajuípe",1,1
"unknown","vadesecure","Paris",1,1
"search","google","Hamburg",1,1
"social","instagram","Plerguer",1,1
"direct",,"Nova Londrina",1,1
"social","facebook","Guéreins",1,1
"search","google","Habay-la-Vieille",1,1
"direct",,"Barra da Estiva",1,1
"direct",,"Miramar",1,1
"social","facebook","Le Vésinet",1,1
"direct",,"Eldorado dos Carajás",1,1
"unknown","workplace","New York",1,1
"direct",,"Hérouville-Saint-Clair",1,1
"social","facebook","Saint-Denis-des-Coudrais",1,1
"unknown","threads","L'Haÿ-les-Roses",1,1
"direct",,"Nepomuceno",1,1
"search","google","Wanquetin",1,1
"direct",,"Pierre-Bénite",1,1
"direct",,"Vaas",1,1
"search","qwant","Lyon",1,1
"social","facebook","Sains-du-Nord",1,1
"social","facebook","Belleville-sur-Meuse",1,1
"direct",,"Sélestat",1,1
"search","google","Bergara",1,1
"direct",,"Nesles",1,1
"direct",,"Francisco Álvarez",1,1
"social","facebook","Cendras",1,1
"direct",,"Squamish",1,1
"search","google","Maissemy",1,1
"social","facebook","Houlgate",1,1
"search","google","Creissan",1,1
"search","google","Kyoto",1,1
"direct",,"Maia",1,1
"social","instagram","Pouzols",1,1
"direct",,"Jerez de la Frontera",1,1
"social","facebook","Sainte-Luce-sur-Loire",1,1
"search","google","Landivisiau",1,1
"direct",,"Glasgow",1,1
"social","instagram","Grenay",1,1
"direct",,"Jurema",1,1
"direct",,"Davinópolis",1,1
"direct",,"Pathanāmthitta",1,1
"direct",,"Trois-Rivières",1,1
"social","instagram","Palaldà",1,1
"direct",,"Serville",1,1
"social","facebook","Rioz",1,1
"search","google","Saint-Léger",1,1
"social","instagram","City of London",1,1
"social","instagram","Douchy-les-Mines",1,1
"direct",,"Santa Izabel do Oeste",1,1
"search","google","Montrichard",1,1
"social","facebook","Longueau",1,1
"direct",,"Sainte-Julie",1,1
"direct",,"Les Arcs",1,1
"search","google","Tigery",1,1
"direct",,"Janzé",1,1
"direct",,"Horse Cave",1,1
"direct",,"Gurjao",1,1
"direct",,"Kanpur",1,1
"social","instagram","Montigny-lès-Metz",1,1
"direct",,"Imbituva",1,1
"social","instagram","Châtillon",1,1
"direct",,"Glória de Dourados",1,1
"social","facebook","Kawaguchi",1,1
"social","facebook","Montliard",1,1
"direct",,"Santana do Ipanema",1,1
"direct",,"Canindé de São Francisco",1,1
"search","google","Achicourt",1,1
"social","facebook","La Plaine-sur-Mer",1,1
"search","google","La Monnerie-le-Montel",1,1
"search","google","Le Translay",1,1
"social","instagram","Clairac",1,1
"social","facebook","Bournezeau",1,1
"social","facebook","Reichstett",1,1
"social","facebook","Saint-Fons",1,1
"direct",,"Vientiane",1,1
"social","facebook","Novillard",1,1
"search","google","Lambersart",1,1
"direct",,"Le Luc",1,1
"direct",,"Abbotsford British Columbia",1,1
"social","instagram","Perrigny-lès-Dijon",1,1
"direct",,"Laredo",1,1
"direct",,"Aracruz",1,1
"direct",,"Tibagi",1,1
"direct",,"Redenção",1,1
"direct",,"Dasi",1,1
"search","google","Tonnerre",1,1
"unknown","chatgpt","Liège",1,1
"direct",,"Green Bay",1,1
"direct",,"Yateley",1,1
"search","bing","Chatou",1,1
"search","google","Montpon-Ménestérol",1,1
"direct",,"Pisco",1,1
"search","google","Auffay",1,1
"search","google","Salouël",1,1
"social","facebook","Bourgvilain",1,1
"direct",,"Sfax",1,1
"direct",,"Águas Belas",1,1
"social","instagram","Newhaven",1,1
"social","instagram","Ruffec",1,1
"search","google","Condrieu",1,1
"direct",,"São Sepé",1,1
"direct",,"Cachan",1,1
"search","google","Somain",1,1
"direct",,"La Tablada",1,1
"unknown","milirose","Mathonville",1,1
"direct",,"Palmira",1,1
"direct",,"Jucuruçu",1,1
"direct",,"Vallejo",1,1
"search","google","Argelès-Gazost",1,1
"social","instagram","Bouchemaine",1,1
"search","yandex","Moscow",1,1
"search","google","Bessines-sur-Gartempe",1,1
"direct",,"Caluma",1,1
"direct",,"Winnemucca",1,1
"direct",,"Boquim",1,1
"social","instagram","Grignols",1,1
"social","facebook","Le Kremlin-Bicêtre",1,1
"direct",,"St. Petersburg",1,1
"social","facebook","Sainte-Blandine",1,1
"search","google","Alvimare",1,1
"social","facebook","Ferrière-la-Grande",1,1
"direct",,"Krymsk",1,1
"direct",,"Peterborough",1,1
"search","google","Saint-Martin-des-Champs",1,1
"search","google","Montpensier",1,1
"direct",,"Campo Formoso",1,1
"social","facebook","Dormans",1,1
"direct",,"Juruti",1,1
"direct",,"Tame",1,1
"search","google","Héricourt",1,1
"direct",,"Ancud",1,1
"direct",,"Itapajé",1,1
"search","google","Prailles",1,1
"direct",,"Auburn",1,1
"direct",,"Broussard",1,1
"search","ecosia","Singapore",1,1
"social","instagram","Voiteur",1,1
"direct",,"Amparo",1,1
"direct",,"Ahome",1,1
"direct",,"Elk Grove",1,1
"social","instagram","Chasné-sur-Illet",1,1
"social","facebook","Fénay",1,1
"search","google","Pampigny",1,1
"social","facebook","Brie-Comte-Robert",1,1
"social","instagram","Gizy",1,1
"social","instagram","Zeist",1,1
"search","google","Gondecourt",1,1
"direct",,"Dothan",1,1
"direct",,"Roxana",1,1
"direct",,"Silvânia",1,1
"social","instagram","Peypin-d'Aigues",1,1
"social","facebook","Camors",1,1
"direct",,"Panama City Beach",1,1
"direct",,"Mataram",1,1
"search","google","Kortrijk",1,1
"direct",,"Lecce",1,1
"search","google","Corme-Royal",1,1
"search","google","Saint-Martin-Boulogne",1,1
"social","instagram","Ciboure",1,1
"search","google","Rognac",1,1
"search","google","Thoiry",1,1
"direct",,"Pedralva",1,1
"search","google","Güngören",1,1
"search","google","Hong Kong",1,1
"social","facebook","Barcelona",1,1
"social","instagram","Domène",1,1
"direct",,"La Cañada",1,1
"direct",,"Villa Martelli",1,1
"social","instagram","Rouvray",1,1
"direct",,"Chamouilley",1,1
"direct",,"Itapororoca",1,1
"direct",,"L'Isle-Jourdain",1,1
"search","google","Saint-Arnoult",1,1
"direct",,"Raleigh",1,1
"direct",,"Cafelândia",1,1
"direct",,"La Cisterna",1,1
"direct",,"St. Thomas",1,1
"social","facebook","Générac",1,1
"direct",,"Mouguerre",1,1
"search","bing","Les Andelys",1,1
"social","instagram","Pontcharra",1,1
"search","google","Persan",1,1
"direct",,"Düsseldorf",1,1
"direct",,"Inhoaíba",1,1
"social","instagram","Pfaeffikon",1,1
"search","google","Avesnes-le-Sec",1,1
"social","instagram","Verneuil-sur-Seine",1,1
"direct",,"Dar es Salaam",1,1
"search","google","Juvisy-sur-Orge",1,1
"search","google","Trévérien",1,1
"social","facebook","Aigre",1,1
"social","facebook","Ingré",1,1
"social","instagram","Val-d'Or",1,1
"direct",,"Katueté",1,1
"search","google","Allevard",1,1
"direct",,"Carlos Barbosa",1,1
"search","google","Corbie",1,1
"social","instagram","Ris-Orangis",1,1
"direct",,"Garagoa",1,1
"direct",,"Les Ulis",1,1
"social","instagram","Port-des-Barques",1,1
"direct",,"Itaguara",1,1
"direct",,"Maribondo",1,1
"direct",,"Mount Prospect",1,1
"social","instagram","Bey",1,1
"direct",,"Oeiras",1,1
"social","instagram","Chagny",1,1
"direct",,"Carmo da Cachoeira",1,1
"direct",,"Lajeado",1,1
"direct",,"Chandler",1,1
"social","instagram","Neuilly-Plaisance",1,1
"direct",,"Pointe-aux-Trembles",1,1
"search","google","Santa Cruz de Tenerife",1,1
"direct",,"Fallbrook",1,1
"social","instagram","Heudebouville",1,1
"direct",,"Arar",1,1
"search","google","Robinson",1,1
"direct",,"São Caitano",1,1
"direct",,"Jardim de Angicos",1,1
"direct",,"Tavaux",1,1
"social","instagram","Saint-Josse",1,1
"search","google","Laiz",1,1
"search","google","Nesle",1,1
"social","instagram","Limalonges",1,1
"direct",,"Prien am Chiemsee",1,1
"search","google","Cressin",1,1
"direct",,"Villeneuve-sur-Lot",1,1
"search","google","Louverné",1,1
"direct",,"Meyrin",1,1
"direct",,"Loudi",1,1
"social","facebook","Issoudun",1,1
"direct",,"Borrazópolis",1,1
"search","google","Lac-Etchemin",1,1
"direct",,"Maravilha",1,1
"search","google","Gemeaux",1,1
"search","google","Vitry-le-François",1,1
"direct",,"Orós",1,1
"direct",,"Meulan-en-Yvelines",1,1
"direct",,"Corme-Royal",1,1
"direct",,"Crastatt",1,1
"direct",,"Msida",1,1
"social","instagram","Calvi",1,1
"unknown","milirose","Rennes",1,1
"social","facebook","Chantilly",1,1
"search","google","Les Belleville",1,1
"direct",,"Gallatin",1,1
"social","facebook","Rauzan",1,1
"direct",,"Brumath",1,1
"direct",,"Aliança",1,1
"direct",,"Astrakhan",1,1
"search","google","Werthenstein",1,1
"direct",,"Colinas do Tocantins",1,1
"search","bing","Elbeuf",1,1
"search","google","Fontaine",1,1
"direct",,"Calama",1,1
"search","google","Offranville",1,1
"search","ecosia","Couzeix",1,1
"email","outlook.com","Wambrechies",1,1
"search","google","Lavardac",1,1
"direct",,"Arari",1,1
"social","instagram","Flacourt",1,1
"search","google","Montilliers",1,1
"social","instagram","Bassillac",1,1
"direct",,"Hamm",1,1
"social","facebook","Eichhoffen",1,1
"direct",,"Bologna",1,1
"search","google","Isneauville",1,1
"direct",,"Maple Ridge",1,1
"search","google","Briscous",1,1
"search","qwant","Lozanne",1,1
"direct",,"Breuillet",1,1
"direct",,"Owen Sound",1,1
"direct",,"Salindres",1,1
"direct",,"Thevray",1,1
"search","google","Saint-Paul-en-Jarez",1,1
"search","google","Mount Royal",1,1
"social","facebook","Bourg-Beaudouin",1,1
"search","google","Almaty Oblysy",1,1
"search","qwant","Poitiers",1,1
"social","instagram","Longvillers",1,1
"social","instagram","Baraqueville",1,1
"direct",,"Realeza",1,1
"search","google","Villars-sur-Glâne",1,1
"search","google","Moissac",1,1
"unknown","family-gift","Fitz-James",1,1
"direct",,"Annandale",1,1
"search","google","Saint-Junien",1,1
"direct",,"Saint-Raphaël",1,1
"social","facebook","Meximieux",1,1
"social","instagram","Léry",1,1
"direct",,"Maresias",1,1
"search","google","Les Abrets",1,1
"search","google","Saint-Georges-de-Didonne",1,1
"social","facebook","Grenade",1,1
"direct",,"Neupré",1,1
"search","google","Ancenis",1,1
