"id";"Libellé";"Catégorie";"Marque";"Prix d'achat HT";"Fournisseur";"Ref. fournisseur";"Prix de vente";"Taxe";"Code-barres";"Type de déclinaison";"Prix soldé";"Emplacement";"Référence externe";"Compte comptable";"points +";"points -";"Affichable";"En ligne";"Image";"Stock";"Catégorie";"Poids";"Libellé court"
"2069";"Lot de 3 paires de chaussettes hautes Serdaigle ";"Chaussettes";"N/A";"9.30";"Inconnu";"";"19.50";"0.200";"CR1643";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Vêtements > Chaussettes";"0.00";""
"2070";"Lot de 3 paires de chaussettes hautes Serpentard ";"Chaussettes";"N/A";"9.30";"Inconnu";"";"19.50";"0.200";"CR1642";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Vêtements > Chaussettes";"0.00";""
"2071";"Lot de 3 paires de chaussettes hautes Gryffondor ";"Chaussettes";"N/A";"9.30";"Inconnu";"";"19.50";"0.200";"CR1641";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Vêtements > Chaussettes";"0.00";""
"2072";"Panneau métal Butter Beer";"Décorations";"N/A";"5.95";"Inconnu";"";"12.00";"0.200";"THG-HP76";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"2073";"Calice Slytherin";"Mugs et verres";"N/A";"27.16";"Inconnu";"";"49.90";"0.200";"NEMN-B5609T1";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Mugs et verres";"0.00";""
"2074";"Décorations sapin Hogwarts Express Ticket ";"Décorations";"N/A";"6.20";"Inconnu";"";"12.00";"0.200";"NEMN-B6046V2";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"2075";"Carnet de notes Premium A5 Hedwig Fluffy";"Carnets";"N/A";"6.54";"Inconnu";"";"14.00";"0.200";"SR72671";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Carnets";"0.00";""
"2076";"Jeu de société - Quidditch";"Jeux et puzzles";"N/A";"5.78";"Inconnu";"";"9.90";"0.200";"J03967";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Jeux et puzzles";"0.00";""
"2077";"Coffret Harry Potter 25ans";"Livres";"N/A";"66.28";"Inconnu";"";"99.90";"0.055";"2430000020773";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
"2078";"Harry Potter et le prince de sang mêlé - Serpentard";"Livres";"N/A";"19.84";"Inconnu";"";"29.90";"0.055";"J01640";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Papeterie > Livres";"0.00";""
"2079";"Harry Potter et le prince de sang mêlé - Poufsouffle";"Livres";"N/A";"18.91";"Inconnu";"";"28.50";"0.055";"J01639";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
"2080";"Harry Potter et le prince de sang mêlé - Serdaigle";"Livres";"N/A";"19.84";"Inconnu";"";"29.90";"0.055";"J01641";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Papeterie > Livres";"0.00";""
"2081";"Harry Potter et le prince de sang mêlé - Gryffondor";"Livres";"N/A";"19.84";"Inconnu";"";"29.90";"0.055";"J01642";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Papeterie > Livres";"0.00";""
"2082";"Loungefly sac à bandoulière Gryffondor Chain Strap";"Sacs et Porte-monnaies";"N/A";"41.80";"Inconnu";"";"75.00";"0.200";"LF-HPTB0186";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"2083";"Loungefly sac à bandoulière Serpentard Chain Strap";"Sacs et Porte-monnaies";"N/A";"41.80";"Inconnu";"";"75.00";"0.200";"LF-HPTB0187";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"2084";"Loungefly sac à bandoulière Serdaigle Chain Strap";"Sacs et Porte-monnaies";"N/A";"41.80";"Inconnu";"";"75.00";"0.200";"LF-HPTB0188";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"2085";"Loungefly sac à bandoulière Poufsouffle Chain Strap";"Sacs et Porte-monnaies";"N/A";"41.80";"Inconnu";"";"75.00";"0.200";"LF-HPTB0189";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"2086";"Loungefly sac à bandoulière Golden Poudlard";"Sacs et Porte-monnaies";"N/A";"41.80";"Inconnu";"";"75.00";"0.200";"LF-HPTB0193";"";"60.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"2087";"Grande peluche Fumseck le Phénix";"Peluches";"N/A";"23.40";"Inconnu";"";"44.95";"0.200";"NN8873";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Peluches";"0.00";""
"2088";"Panneau métal Sorciers bienvenus";"Décorations";"N/A";"4.07";"Inconnu";"";"9.90";"0.200";"TBM-0886";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"2089";"Panneau métal chat sorcière maybe tomorrow";"Décorations";"N/A";"4.07";"Inconnu";"";"9.90";"0.200";"TBM-2321";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"2090";"Panneau métal chat mystique";"Décorations";"N/A";"4.07";"Inconnu";"";"9.90";"0.200";"TBM-6059";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"2091";"Panneau métal sorcière et lune";"Décorations";"N/A";"4.07";"Inconnu";"";"9.90";"0.200";"TBM-1864";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"2092";"Panneau métal Les trois balais";"Décorations";"N/A";"4.07";"Inconnu";"";"9.90";"0.200";"TBM-778";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"2093";"Panneau métal Hibou yeux bleus";"Décorations";"N/A";"4.07";"Inconnu";"";"9.90";"0.200";"TBM-2350";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"2094";"Panneau métal Le chaudron baveur ";"Décorations";"N/A";"4.07";"Inconnu";"";"9.90";"0.200";"TBM-779";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"2095";"Panneau métal Ollivanders ";"Décorations";"N/A";"4.07";"Inconnu";"";"9.90";"0.200";"TBM-957";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"2096";"Panneau métal Le dragon mythique ";"Décorations";"N/A";"4.07";"Inconnu";"";"9.90";"0.200";"TBM-2460";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"2097";"Panneau métal Les trois hiboux";"Décorations";"N/A";"4.07";"Inconnu";"";"9.90";"0.200";"TBM-1456";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"2098";"Panneau métal La carte des maraudeurs";"Décorations";"N/A";"4.07";"Inconnu";"";"9.90";"0.200";"TBM-0675";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"2099";"Set de calligraphie extra - aquamarine";"Stylos et sceaux";"N/A";"18.50";"Inconnu";"";"39.90";"0.200";"SET06-aquamarine";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stylos et sceaux";"0.00";""
"2100";"Set de calligraphie extra - bleu";"Stylos et sceaux";"N/A";"18.50";"Inconnu";"";"39.90";"0.200";"SET06-blue";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stylos et sceaux";"0.00";""
"2101";"Set de calligraphie extra - rouge";"Stylos et sceaux";"N/A";"18.50";"Inconnu";"";"39.90";"0.200";"SET06-burgundy";"";"25.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stylos et sceaux";"0.00";""
"2102";"Set de calligraphie extra - rayée";"Stylos et sceaux";"N/A";"18.50";"Inconnu";"";"39.90";"0.200";"SET06-striped";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stylos et sceaux";"0.00";""
"2103";"Carte Luna Lovegood";"Cartes";"N/A";"1.86";"Inconnu";"";"4.00";"0.200";"CDC-0555E";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Papeterie > Cartes";"0.00";""
"2104";"Mini puzzle - Posters des films";"Jeux et puzzles";"N/A";"10.34";"Inconnu";"";"22.00";"0.200";"GSET-0002E";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Jeux et puzzles";"0.00";""
"2105";"Stickers - Créatures d'Hagrid";"Stickers";"N/A";"1.32";"Inconnu";"";"3.00";"0.200";"ST-2334E";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stickers";"0.00";""
"2106";"Stickers - Professeurs de Poudlard";"Stickers";"N/A";"1.32";"Inconnu";"";"3.00";"0.200";"ST-2335E";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stickers";"0.00";""
"2107";"Stickers 3D - Dumbledore";"Stickers";"N/A";"2.35";"Inconnu";"";"5.00";"0.200";"STDM-0335";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stickers";"0.00";""
"2108";"Stickers 3D - Chemin de Traverse";"Stickers";"N/A";"2.51";"Inconnu";"";"5.00";"0.200";"STDM-0336";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stickers";"0.00";""
"2109";"Stickers sortilèges";"Stickers";"N/A";"2.11";"Inconnu";"";"4.50";"0.200";"STFE-0043";"";"0.00";"";"";"";"0";"0";"1";"1";"";"6";"Papeterie > Stickers";"0.00";""
"2110";"Stickers - Baguettes";"Stickers";"N/A";"2.11";"Inconnu";"";"4.50";"0.200";"STFE-0044";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stickers";"0.00";""
"2111";"Stickers Epais - Hedwige";"Stickers";"N/A";"1.79";"Inconnu";"";"4.00";"0.200";"STP-0085";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stickers";"0.00";""
"2112";"Stickers classiques Harry Potter";"Stickers";"N/A";"2.35";"Inconnu";"";"5.00";"0.200";"STPA-0003";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stickers";"0.00";""
"2113";"Stickers - Faune et Flore de Poudlard";"Stickers";"N/A";"2.35";"Inconnu";"";"5.00";"0.200";"STPL-0025";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stickers";"0.00";""
"2114";"Washi tape - Quidditch";"Stickers";"N/A";"2.35";"Inconnu";"";"5.00";"0.200";"STWA-0048E";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stickers";"0.00";""
"2115";"Washi tape - Patronus";"Stickers";"N/A";"2.35";"Inconnu";"";"5.00";"0.200";"STWA-0050";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stickers";"0.00";""
"2116";"Washi tape - Symboles";"Stickers";"N/A";"2.35";"Inconnu";"";"5.00";"0.200";"STWA-0052";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stickers";"0.00";""
"2117";"Washi tape - Flore";"Stickers";"N/A";"2.35";"Inconnu";"";"5.00";"0.200";"STWA-0062";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stickers";"0.00";""
"2118";"Washi tape - Maraudeurs";"Stickers";"N/A";"2.35";"Inconnu";"";"5.00";"0.200";"STWA-0063";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stickers";"0.00";""
"2119";"Washi tape - Journaux";"Stickers";"N/A";"2.35";"Inconnu";"";"5.00";"0.200";"STWA-0064";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stickers";"0.00";""
"2120";"Chapeau de Fleur Delacour";"Bonnets et gants";"N/A";"19.73";"Inconnu";"";"40.00";"0.200";"250051";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Vêtements > Bonnets et gants";"0.00";""
"2121";"Mug mélangeur chaudron";"Mugs et verres";"N/A";"11.47";"Inconnu";"";"19.90";"0.200";"BSSSLHP392";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Mugs et verres";"0.00";""
"2122";"Set papeterie Gryffindor";"Carnets";"N/A";"7.95";"Inconnu";"";"15.90";"0.200";"CRD2100003661";"";"12.72";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Carnets";"0.00";""
"2123";"Trousse de toilette Hogwarts";"Sacs et Porte-monnaies";"N/A";"4.90";"Inconnu";"";"9.99";"0.200";"CRD2100003694";"";"5.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"2124";"Trousse de toilette et sac Hogwarts Express";"Sacs et Porte-monnaies";"N/A";"9.50";"Inconnu";"";"19.99";"0.200";"CRD2500002329";"";"13.99";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"2125";"Trousse de toilette Hedwig";"Sacs et Porte-monnaies";"N/A";"7.44";"Inconnu";"";"15.00";"0.200";"CRD2500002393";"";"10.50";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"2126";"Set papeterie Hogwarts";"Carnets";"N/A";"9.40";"Inconnu";"";"18.00";"0.200";"CRD2700000372";"";"10.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Carnets";"0.00";""
"2127";"Peluche Patronus Loutre ";"Peluches";"N/A";"14.30";"Inconnu";"";"29.95";"0.200";"NN8453";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Peluches";"0.00";""
"2128";"Peluche Patronus Lièvre ";"Peluches";"N/A";"14.30";"Inconnu";"";"29.95";"0.200";"NN8455";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Peluches";"0.00";""
"2129";"Peluche Patronus Cerf ";"Peluches";"N/A";"14.30";"Inconnu";"";"29.95";"0.200";"NN8451";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Peluches";"0.00";""
"2130";"Fumseck - Toyllectible Treasures ";"Autres";"N/A";"15.60";"Inconnu";"";"29.95";"0.200";"NN9731";"";"20.00";"";"";"";"0";"0";"1";"1";"";"0";"Figurines > Autres";"0.00";""
"2131";"Peluche Patronus Phénix ";"Peluches";"N/A";"14.30";"Inconnu";"";"29.95";"0.200";"NN8452";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Peluches";"0.00";""
"2132";"Hedwige - Toyllectible Treasures ";"Autres";"N/A";"15.60";"Inconnu";"";"29.95";"0.200";"NN9732";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Figurines > Autres";"0.00";""
"2133";"Niffleur - Toyllectible Treasures ";"Autres";"N/A";"15.60";"Inconnu";"";"29.95";"0.200";"NN5255";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Figurines > Autres";"0.00";""
"2134";"Stylo baguette Luna Lovegood et support";"Stylos et sceaux";"N/A";"8.00";"Inconnu";"";"16.95";"0.200";"CR5402";"";"12.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stylos et sceaux";"0.00";""
"2135";"Set de cartes postales Harry Potter ";"Cartes";"N/A";"2.99";"Inconnu";"";"6.00";"0.200";"ABYDCO887";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Cartes";"0.00";""
"2136";"Mug Heat Change - 460 ml - Lettre ";"Mugs et verres";"N/A";"7.49";"Inconnu";"";"14.99";"0.200";"ABYMUG919";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Mugs et verres";"0.00";""
"2138";"Poster Collection roulé filmé (91.5x61)";"Posters";"N/A";"3.60";"Inconnu";"";"7.20";"0.200";"FP2698";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Posters";"0.00";""
"2139";"Poster Hagrid - Warner 100th roulé filmé (91.5x61";"Posters";"N/A";"3.60";"Inconnu";"";"7.99";"0.200";"GBYDCO403 ";"";"0.00";"";"";"";"0";"0";"1";"1";"";"7";"Papeterie > Posters";"0.00";""
"2140";"Tirage encadré Peinture de Poudlard (30x40)";"Décorations";"N/A";"10.29";"Inconnu";"";"21.00";"0.200";"PFC2234 ";"";"16.80";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"2141";"Bouteille Dobby is free 500ml";"Mugs et verres";"N/A";"9.99";"Inconnu";"";"21.95";"0.200";"CR4027";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Mugs et verres";"0.00";""
"2142";"Bouteille Luna Patronus 500ml";"Mugs et verres";"N/A";"9.50";"Inconnu";"";"19.95";"0.200";"CR4028";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Mugs et verres";"0.00";""
"2143";"Bouteille Luna Chicaneur 500ml ";"Mugs et verres";"N/A";"9.50";"Inconnu";"";"19.95";"0.200";"CR4029";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Mugs et verres";"0.00";""
"2144";"Collier Retourneur de temps tournant 30 mm";"Colliers et pendentifs";"N/A";"9.85";"Inconnu";"";"19.99";"0.200";"EWN0097";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Bijoux > Colliers et pendentifs";"0.00";""
"2145";"Bouteille 500ml - Voie 9 3/4";"Mugs et verres";"N/A";"5.95";"Inconnu";"";"12.95";"0.200";"MAP4000MINI";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Mugs et verres";"0.00";""
"2150";"Pin's Magical Director - Atelier de la Reine";"Pin's et Porte-clés";"N/A";"6.40";"Inconnu";"";"13.00";"0.200";"ATR-DIR";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Artisanat et Curiosités > Pin's et Porte-clés";"0.00";""
"2151";"Sacoche - Proud Gryffondor";"Sacs et Porte-monnaies";"N/A";"21.00";"Inconnu";"";"39.90";"0.200";"BAGMHP05";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"2152";"Porte-monnaie Honeydukes";"Sacs et Porte-monnaies";"N/A";"8.90";"Inconnu";"";"18.00";"0.200";"PURSHP23";"";"12.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"2153";"Sacoche - Chemin de Traverse";"Sacs et Porte-monnaies";"N/A";"21.00";"Inconnu";"";"39.90";"0.200";"BAGMHP14 ";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"2154";"Sacoche - Proud Serpentard";"Sacs et Porte-monnaies";"N/A";"21.00";"Inconnu";"";"39.90";"0.200";"BAGMHP08 ";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"2155";"Sacoche - Embleme Poudlard";"Sacs et Porte-monnaies";"N/A";"18.35";"Inconnu";"";"35.95";"0.200";"BAGMHP03";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"2156";"Sacoche - Proud Serdaigle";"Sacs et Porte-monnaies";"N/A";"21.00";"Inconnu";"";"39.90";"0.200";"BAGMHP07 ";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"2157";"Porte-monnaie Hedwige";"Sacs et Porte-monnaies";"N/A";"8.29";"Inconnu";"";"16.90";"0.200";"PURSHP04";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"2158";"Porte-monnaie Poudlard";"Sacs et Porte-monnaies";"N/A";"7.95";"Inconnu";"";"15.99";"0.200";"PURSHP06";"";"0.00";"";"";"";"0";"0";"1";"1";"";"4";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"2159";"Boule à neige - Dobby";"Décorations";"N/A";"15.75";"Inconnu";"";"29.90";"0.200";"SGHP09 ";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"2160";"Boule à neige - Hedwige";"Décorations";"N/A";"15.95";"Inconnu";"";"32.99";"0.200";"SGHP08 ";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"2161";"Boule à neige - Plateforme 9 3/4";"Décorations";"N/A";"15.75";"Inconnu";"";"29.90";"0.200";"SGHP03 ";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"2162";"Panneau métal - Salle sur Demande";"Décorations";"N/A";"3.65";"Inconnu";"";"9.90";"0.200";"SSA5HP02";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"2163";"Panneau métal - Ministère de la Magie";"Décorations";"N/A";"3.65";"Inconnu";"";"9.90";"0.200";"SSA5HP08";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"2164";"Pin's Wingardium Leviosa";"Badges et Pin's";"N/A";"2.10";"Inconnu";"";"4.99";"0.200";"PBADHP72";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Bijoux > Badges et Pin's";"0.00";""
"2165";"Pin's - Préfet Gryffondor";"Badges et Pin's";"N/A";"3.29";"Inconnu";"";"7.99";"0.200";"PBADHP50";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Bijoux > Badges et Pin's";"0.00";""
"2166";"Pin's - Préfet Poufsouffle";"Badges et Pin's";"N/A";"2.24";"Inconnu";"";"7.99";"0.200";"PBADHP51";"";"0.00";"";"";"";"0";"0";"1";"1";"";"4";"Bijoux > Badges et Pin's";"0.00";""
"2167";"Pin's - Préfet Serpentard";"Badges et Pin's";"N/A";"2.10";"Inconnu";"";"7.99";"0.200";"PBADHP53";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Bijoux > Badges et Pin's";"0.00";""
"2168";"Pin's - Headmaster";"Badges et Pin's";"N/A";"2.10";"Inconnu";"";"4.99";"0.200";"PBADHP60";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Bijoux > Badges et Pin's";"0.00";""
"2169";"Pin's - Wizard in Training";"Badges et Pin's";"N/A";"2.10";"Inconnu";"";"4.99";"0.200";"PBADHP67";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Bijoux > Badges et Pin's";"0.00";""
"2170";"Pin's - Préfet Serdaigle";"Badges et Pin's";"N/A";"2.10";"Inconnu";"";"7.99";"0.200";"PBADHP52";"";"0.00";"";"";"";"0";"0";"1";"1";"";"7";"Bijoux > Badges et Pin's";"0.00";""
"2171";"Grande peluche Dobby ";"Peluches";"N/A";"23.40";"Inconnu";"";"44.95";"0.200";"NN7216";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Peluches";"0.00";""
"2175";"Anneau Relique de la mort - Acier inoxydable";"Bagues";"N/A";"8.20";"Inconnu";"";"17.99";"0.200";"ESSR0054";"Taille";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Bijoux > Bagues";"0.00";""
"2176";"Figurines Gomee - Harry Coupe des trois sorciers";"Autres";"N/A";"3.19";"Inconnu";"";"6.95";"0.200";"CR5058";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Figurines > Autres";"0.00";""
"2177";"Figurines Gomee - Display Fleur Delacour ";"Autres";"N/A";"3.19";"Inconnu";"";"6.95";"0.200";"CR5064";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Figurines > Autres";"0.00";""
"2178";"Figurines Gomee - Display Professeur Minerva McGonagall ";"Autres";"N/A";"3.19";"Inconnu";"";"6.95";"0.200";"CR5061";"";"0.00";"";"";"";"0";"0";"1";"1";"";"3";"Figurines > Autres";"0.00";""
"2179";"Figurines Gomee - Display Cedric Diggory Coupe des trois sorciers";"Autres";"N/A";"3.19";"Inconnu";"";"6.95";"0.200";"CR5059";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Figurines > Autres";"0.00";""
"2180";"Figurines Gomee - Display Dobby l’elfe de maison ";"Autres";"N/A";"3.19";"Inconnu";"";"6.95";"0.200";"CR5060";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Figurines > Autres";"0.00";""
"2181";"Figurines Gomee - Display Neville Londubat ";"Autres";"N/A";"3.19";"Inconnu";"";"6.95";"0.200";"CR5063";"";"0.00";"";"";"";"0";"0";"1";"1";"";"3";"Figurines > Autres";"0.00";""
"2182";"Hogwarts Legacy - Le guide du jeu";"Livres";"N/A";"9.88";"Inconnu";"";"14.90";"0.055";"J04652";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
"2183";"Puzzle Panorama Portraits (1000 pièces)";"Jeux et puzzles";"N/A";"8.00";"Inconnu";"";"20.00";"0.200";"CLMT39639";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Jeux et puzzles";"0.00";""
"2184";"POP Albus Dumbledore Holiday DIY Special Edition 9 cm ";"POP";"N/A";"8.94";"Inconnu";"";"19.95";"0.200";"FK57975";"";"15.00";"";"";"";"0";"0";"1";"1";"";"0";"Figurines > POP";"0.00";""
"2185";"Boule à neige Hedwige et choixpeau";"Décorations";"N/A";"32.50";"Inconnu";"";"64.99";"0.200";"B5959V2";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"2186";"Carnet A5 Emblème de Poudlard";"Carnets";"N/A";"2.31";"Inconnu";"";"9.90";"0.200";"BSSHP712572";"";"0.00";"";"";"";"0";"0";"1";"1";"";"6";"Papeterie > Carnets";"0.00";""
"2187";"Set cadeau bloc-notes Colourful Crest ";"Carnets";"N/A";"9.56";"Inconnu";"";"16.90";"0.200";"BSSHP712817";"";"10.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Carnets";"0.00";""
"2189";"Set bloc-notes peluche Hedwig ";"Carnets";"N/A";"11.36";"Inconnu";"";"22.00";"0.200";"BSSHP713524";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Carnets";"0.00";""
"2190";"Stylo multi-couleurs Vif d'Or";"Stylos et sceaux";"N/A";"3.85";"Inconnu";"";"7.90";"0.200";"BSSHP713586";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stylos et sceaux";"0.00";""
"2191";"Puzzle pour enfants XXL Poudlard (300 pièces)";"Jeux et puzzles";"N/A";"7.89";"Inconnu";"";"16.00";"0.200";"RAVE13365";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Jeux et puzzles";"0.00";""
"2192";"Carnet rigide et marque-page - Hermione et ses sorts";"Carnets";"N/A";"7.90";"Inconnu";"";"17.95";"0.200";"MAP5104";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Carnets";"0.00";""
