"id";"Libellé";"Catégorie";"Marque";"Prix d'achat HT";"Fournisseur";"Ref. fournisseur";"Prix de vente";"Taxe";"Code-barres";"Type de déclinaison";"Prix soldé";"Emplacement";"Référence externe";"Compte comptable";"points +";"points -";"Affichable";"En ligne";"Image";"Stock";"Catégorie";"Poids";"Libellé court"
"1433";"Harry Potter à l'école des sorciers - Gryffondor";"Livres";"N/A";"16.25";"Inconnu";"";"24.50";"0.055";"J00823";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
"1434";"Le Quidditch à travers les ages";"Livres";"N/A";"20.33";"Inconnu";"";"32.50";"0.055";"J02902";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
"1436";"Livre de cuisine Harry Potter";"Livres";"N/A";"13.20";"Inconnu";"";"19.90";"0.055";"J03384";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Papeterie > Livres";"0.00";""
"1437";"Quidditch a travers les ages poche";"Livres";"N/A";"9.23";"Inconnu";"";"13.90";"0.055";"A62517";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
"1443";"Porte-clés peluche - Ron Weasley";"Porte-clés";"N/A";"4.30";"Inconnu";"";"9.95";"0.200";"CR2747";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Maison et accessoires > Porte-clés";"0.00";""
"1444";"Porte-clés peluche - Fleur Delacour";"Porte-clés";"N/A";"4.30";"Inconnu";"";"9.95";"0.200";"CR2748";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Maison et accessoires > Porte-clés";"0.00";""
"1445";"Porte-clés peluche - Hagrid";"Porte-clés";"N/A";"4.30";"Inconnu";"";"9.95";"0.200";"CR2744";"";"0.00";"";"";"";"0";"0";"1";"1";"";"3";"Maison et accessoires > Porte-clés";"0.00";""
"1446";"Porte-clés peluche - Luna Lovegood";"Porte-clés";"N/A";"4.30";"Inconnu";"";"9.95";"0.200";"CR2746";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Maison et accessoires > Porte-clés";"0.00";""
"1448";"Porte-clés peluche - Cedric Diggory coupe des trois sorciers";"Porte-clés";"N/A";"4.30";"Inconnu";"";"9.95";"0.200";"CR2742";"";"0.00";"";"";"";"0";"0";"1";"1";"";"3";"Maison et accessoires > Porte-clés";"0.00";""
"1449";"Porte-clés peluche - Harry Potter coupe des trois sorciers";"Porte-clés";"N/A";"4.30";"Inconnu";"";"9.95";"0.200";"CR2741";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Maison et accessoires > Porte-clés";"0.00";""
"1450";"Serre-livres Cavalier blanc - Échiquier des sorciers - Défi final ";"Pièces de collection";"N/A";"36.40";"Inconnu";"";"69.95";"0.200";"NN8723";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Pièces de collection";"0.00";""
"1451";"Créatures magiques - Croûtard ";"Autres";"N/A";"18.20";"Inconnu";"";"34.90";"0.200";"NN7686";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Figurines > Autres";"0.00";""
"1452";"Peluche Magyar à pointes ";"Peluches";"N/A";"23.40";"Inconnu";"";"44.95";"0.200";"NN7970";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Peluches";"0.00";""
"1453";"Pièces des Gobelins de Gringotts";"Pièces de collection";"N/A";"19.50";"Inconnu";"";"34.95";"0.200";"NN7234";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Pièces de collection";"0.00";""
"1454";"Baguette de Katie Bell";"Baguettes personnages";"N/A";"18.85";"Inconnu";"";"35.95";"0.200";"NN8274";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Baguettes magiques > Baguettes personnages";"0.00";""
"1455";"Porte-clés Macusa - Animaux Fantastiques";"Porte-clés";"N/A";"5.33";"Inconnu";"";"11.90";"0.200";"NN5618";"";"7.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Porte-clés";"0.00";""
"1456";"Armoiries Serpentard";"Décorations";"N/A";"29.90";"Inconnu";"";"56.95";"0.200";"NN7744";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Décorations";"0.00";""
"1457";"Serre-livres Cavalier noir - Échiquier des sorciers - Défi final ";"Pièces de collection";"N/A";"36.40";"Inconnu";"";"69.95";"0.200";"NN8722";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Pièces de collection";"0.00";""
"1458";"Pendentif de Grindelwald Gellert ";"Colliers et pendentifs";"N/A";"9.10";"Inconnu";"";"19.90";"0.200";"NN8123";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Bijoux > Colliers et pendentifs";"0.00";""
"1461";"Tirage A4 - Les petits pas du Nord - Gaelle Levalet";"Papeterie";"N/A";"8.00";"Inconnu";"";"16.00";"0.200";"2430000014611";"";"0.00";"";"";"";"0";"0";"1";"1";"";"6";"Artisanat et Curiosités > Papeterie";"0.00";""
"1462";"Tirage A3 - Les petits pas du Nord - Gaelle Levalet";"Papeterie";"N/A";"15.00";"Inconnu";"";"30.00";"0.200";"2430000014628";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Artisanat et Curiosités > Papeterie";"0.00";""
"1463";"Gringotts Piece en chocolat";"Friandises";"N/A";"3.35";"Inconnu";"";"5.90";"0.055";"JB-COIN-1";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Friandises";"0.00";""
"1465";"Pack 3 produits Plateforme 9 3/4 ";"Maison et accessoires";"N/A";"14.50";"Inconnu";"";"29.95";"0.200";"DO4250";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires";"0.00";""
"1466";"Collier Armoirie de Poudlard";"Colliers et pendentifs";"N/A";"5.20";"Inconnu";"";"11.99";"0.200";"EWNX0026";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Bijoux > Colliers et pendentifs";"0.00";""
"1467";"Stylo Serpentard";"Stylos et sceaux";"N/A";"2.45";"Inconnu";"";"5.99";"0.200";"EHPP023";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stylos et sceaux";"0.00";""
"1468";"Tote Bag - Plateforme 9 3/4 ";"Sacs et Porte-monnaies";"N/A";"4.70";"Inconnu";"";"10.00";"0.200";"MAP2400";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"1469";"Collier Armoirie de Griffondor";"Colliers et pendentifs";"N/A";"5.75";"Inconnu";"";"12.99";"0.200";"EWNX0022";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Bijoux > Colliers et pendentifs";"0.00";""
"1470";"Tote Bag - Carte du Maraudeur ";"Sacs et Porte-monnaies";"N/A";"4.70";"Inconnu";"";"10.00";"0.200";"MAP2401";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"1471";"Collier Armoirie de Serdaigle";"Colliers et pendentifs";"N/A";"5.75";"Inconnu";"";"12.99";"0.200";"EWNX0025";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Bijoux > Colliers et pendentifs";"0.00";""
"1473";"Collier Armoirie de Poufsouffle";"Colliers et pendentifs";"N/A";"5.75";"Inconnu";"";"12.99";"0.200";"EWNX0024";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Bijoux > Colliers et pendentifs";"0.00";""
"1474";"Stylo Serdaigle";"Stylos et sceaux";"N/A";"2.45";"Inconnu";"";"5.99";"0.200";"EHPP025";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stylos et sceaux";"0.00";""
"1475";"Stylo Poufsouffle";"Stylos et sceaux";"N/A";"2.45";"Inconnu";"";"5.99";"0.200";"EHPP024";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Papeterie > Stylos et sceaux";"0.00";""
"1476";"Stylo Gryffondor";"Stylos et sceaux";"N/A";"2.45";"Inconnu";"";"5.99";"0.200";"EHPP022";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stylos et sceaux";"0.00";""
"1477";"Baguette Luna Lovegood Blister";"Baguettes personnages";"N/A";"15.60";"Inconnu";"";"29.90";"0.200";"NN8554";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Baguettes magiques > Baguettes personnages";"0.00";""
"1478";"Set de papeterie Blue Sky";"Papeterie";"N/A";"3.95";"Inconnu";"";"9.90";"0.200";"BSSHP147706";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie";"0.00";""
"1479";"Harry Potter POP! Movies Vinyl figurine Ron on Broom 9 cm";"POP";"N/A";"7.99";"Inconnu";"";"14.99";"0.200";"FK26721-REV1";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Figurines > POP";"0.00";""
"1481";"Mug Ravenclaw";"Mugs et verres";"N/A";"5.49";"Inconnu";"";"11.99";"0.200";"MG24652";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Mugs et verres";"0.00";""
"1482";"Mug Slytherin Stripe";"Mugs et verres";"N/A";"5.49";"Inconnu";"";"11.99";"0.200";"MG25571";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Mugs et verres";"0.00";""
"1483";"Décorations sapin Hedwig ";"Décorations";"N/A";"5.90";"Inconnu";"";"14.00";"0.200";"NEMN-B5625T1-6";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"1484";"Décorations sapin Harry";"Décorations";"N/A";"7.08";"Inconnu";"";"14.00";"0.200";"NEMN-B5668T1-6";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Décorations";"0.00";""
"1485";"Décorations sapin Ron ";"Décorations";"N/A";"7.08";"Inconnu";"";"14.00";"0.200";"NEMN-B5669T1-6";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"1486";"Décorations sapin Hermione";"Décorations";"N/A";"7.08";"Inconnu";"";"14.00";"0.200";"NEMN-B5670T1-6";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Décorations";"0.00";""
"1488";"Mug de Noël Poudlard ";"Mugs et verres";"N/A";"4.99";"Inconnu";"";"9.99";"0.200";"ABYMUGA047";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Mugs et verres";"0.00";""
"1489";"Théière - set avec chaudrons Poudlard";"Cuisine";"N/A";"29.99";"Inconnu";"";"59.99";"0.200";"ABYTAB024";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Maison et accessoires > Cuisine";"0.00";""
"1490";"ELIXIR DE LA SIRENE";"Friandises";"N/A";"2.33";"Inconnu";"";"5.00";"0.055";"006433BIS";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Friandises";"0.00";""
"1491";"Créatures magiques - Mandragore";"Autres";"N/A";"18.20";"Inconnu";"";"34.90";"0.200";"NN7699";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Figurines > Autres";"0.00";""
"1492";"Flocons en verre - Gaëlle Levalet";"Papeterie";"N/A";"1.50";"Inconnu";"";"3.00";"0.200";"2430000014925";"";"0.00";"";"";"";"0";"0";"1";"1";"";"12";"Artisanat et Curiosités > Papeterie";"0.00";""
"1493";"Décoration sapin Mandragore";"Décorations";"N/A";"7.03";"Inconnu";"";"14.99";"0.200";"B5676T1";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"1494";"Décoration sapin Platform 9/34";"Décorations";"N/A";"8.54";"Inconnu";"";"15.00";"0.200";"NEMN-B5677T1-6";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"1496";"Décorations sapin Lettre de Poudlard";"Décorations";"N/A";"4.33";"Inconnu";"";"9.00";"0.200";"B5673T1";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"1497";"Décoration sapin Baguette de Severus";"Décorations";"N/A";"4.37";"Inconnu";"";"9.00";"0.200";"NEMN-B5667T1-6";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"1498";"Décoration sapin Baguette d'Hermione";"Décorations";"N/A";"4.37";"Inconnu";"";"9.00";"0.200";"NEMN-B5666T1-6";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"1499";"Décoration sapin Baguette de Ron";"Décorations";"N/A";"4.37";"Inconnu";"";"9.00";"0.200";"NEMN-B5665T1-6";"";"0.00";"";"";"";"0";"0";"1";"1";"";"3";"Maison et accessoires > Décorations";"0.00";""
"1500";"Décoration sapin Baguette d'Harry";"Décorations";"N/A";"4.37";"Inconnu";"";"9.00";"0.200";"NEMN-B5664T1-6";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"1501";"Décoration sapin Love Potion";"Décorations";"N/A";"7.03";"Inconnu";"";"14.99";"0.200";"B5624T1";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Maison et accessoires > Décorations";"0.00";""
"1502";"Décoration sapin Vif d'or";"Décorations";"N/A";"8.13";"Inconnu";"";"16.00";"0.200";"B5623T1";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"1503";"Décoration sapin Marque des Ténèbres";"Décorations";"N/A";"5.45";"Inconnu";"";"12.00";"0.200";"NEMN-B5621T1-6";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"1510";"Pull de Noël Serdaigle";"Pulls";"N/A";"24.00";"Inconnu";"";"44.95";"0.200";"PNSD01";"Taille";"15.00";"";"";"";"0";"0";"1";"1";"";"0";"Vêtements > Pulls";"0.00";""
"1511";"Collection de Marque-pages Horcruxes";"Pièces de collection";"N/A";"17.55";"Inconnu";"";"34.90";"0.200";"NN8773";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Pièces de collection";"0.00";""
"1513";"Pin’s Dragées de Bertie Crochue ";"Badges et Pin's";"N/A";"3.05";"Inconnu";"";"7.99";"0.200";"EHPPB0246";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Bijoux > Badges et Pin's";"0.00";""
"1514";"Collier Armoirie de Serpentard";"Colliers et pendentifs";"N/A";"5.75";"Inconnu";"";"12.99";"0.200";"EWNX0023";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Bijoux > Colliers et pendentifs";"0.00";""
"1515";"Porte-clés peluche - Harry Potter en tenue de Quidditch";"Porte-clés";"N/A";"4.30";"Inconnu";"";"9.95";"0.200";"CR2731";"";"0.00";"";"";"";"0";"0";"1";"1";"";"3";"Maison et accessoires > Porte-clés";"0.00";""
"1516";"Porte-clés peluche - Hermione Granger";"Porte-clés";"N/A";"4.30";"Inconnu";"";"9.95";"0.200";"CR2732";"";"0.00";"";"";"";"0";"0";"1";"1";"";"3";"Maison et accessoires > Porte-clés";"0.00";""
"1519";"Sac à main simili cuir Gryffindor";"Sacs et Porte-monnaies";"N/A";"8.52";"Inconnu";"";"16.95";"0.200";"CRD2100003702";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"1520";"Sac à bandoulière Honey Gryffindor";"Sacs et Porte-monnaies";"N/A";"18.54";"Inconnu";"";"39.95";"0.200";"KMN02209";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"1521";"Sac à bandoulière Honey Hogwarts";"Sacs et Porte-monnaies";"N/A";"16.55";"Inconnu";"";"34.95";"0.200";"KMN02219";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"1522";"Sac à bandoulière Satchel Gryffindor";"Sacs et Porte-monnaies";"N/A";"19.95";"Inconnu";"";"39.95";"0.200";"KMN02817";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"1523";"Sac à bandoulière Satchel Hogwarts";"Sacs et Porte-monnaies";"N/A";"19.95";"Inconnu";"";"39.95";"0.200";"KMN02818";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"1524";"Sac à bandoulière Round Hogwarts Express";"Sacs et Porte-monnaies";"N/A";"11.95";"Inconnu";"";"24.95";"0.200";"KMN02833";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"1525";"Sac à bandoulière Satchel Hogwarts Express";"Sacs et Porte-monnaies";"N/A";"18.95";"Inconnu";"";"39.95";"0.200";"KMN02834";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"1526";"Bouteille isotherme 500ml - Gryffondor ";"Mugs et verres";"N/A";"5.95";"Inconnu";"";"12.95";"0.200";"MAP4021MINI";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Maison et accessoires > Mugs et verres";"0.00";""
"1527";"Pack 3 produits Carte du Maraudeur ";"Maison et accessoires";"N/A";"14.50";"Inconnu";"";"29.95";"0.200";"DO4251";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires";"0.00";""
"1529";"Bouteille isotherme 500ml - Poudlard";"Mugs et verres";"N/A";"9.25";"Inconnu";"";"19.95";"0.200";"DO4002";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Mugs et verres";"0.00";""
"1530";"Bouteille isotherme 350ml - Poufsouffle";"Mugs et verres";"N/A";"5.95";"Inconnu";"";"12.95";"0.200";"MAP4024MINI";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Mugs et verres";"0.00";""
"1531";"Bouteille isotherme 350ml - Serdaigle ";"Mugs et verres";"N/A";"5.95";"Inconnu";"";"12.95";"0.200";"MAP4023MINI";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Mugs et verres";"0.00";""
"1533";"Bouteille isotherme 350ml - Hermione et Mandragore ";"Mugs et verres";"N/A";"5.95";"Inconnu";"";"12.95";"0.200";"MAP4005MINI";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Mugs et verres";"0.00";""
"1534";"Bouteille isotherme 350ml - Serpentard ";"Mugs et verres";"N/A";"5.95";"Inconnu";"";"12.95";"0.200";"MAP4022MINI";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Mugs et verres";"0.00";""
"1535";"Bouteille isotherme 500ml - Hedwige ";"Mugs et verres";"N/A";"10.50";"Inconnu";"";"22.95";"0.200";"MAP4006";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Maison et accessoires > Mugs et verres";"0.00";""
"1539";"Porte-clé peluche Hedwige";"Porte-clés";"N/A";"4.99";"Inconnu";"";"9.99";"0.200";"ABYKEY346";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Porte-clés";"0.00";""
"1540";"Mug - 250ml - Elfique";"Mugs et verres";"N/A";"4.99";"Inconnu";"";"9.99";"0.200";"ABYMUG840";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Mugs et verres";"0.00";""
"1541";"Poster liste d'école ";"Posters";"N/A";"3.60";"Inconnu";"";"7.20";"0.200";"ABYDCO779";"";"0.00";"";"";"";"0";"0";"1";"1";"";"10";"Papeterie > Posters";"0.00";""
"1542";"Chope 3D - Poney Fringant ";"Mugs et verres";"N/A";"8.49";"Inconnu";"";"16.99";"0.200";"ABYMUG853";"";"11.89";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Mugs et verres";"0.00";""
"1543";"Pendentif Coeur - Ron Weasley";"Colliers et pendentifs";"N/A";"49.40";"Inconnu";"";"89.95";"0.200";"NN8112";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Bijoux > Colliers et pendentifs";"0.00";""
"1544";"Porte-clés Dragées de Bertie Crochue ";"Porte-clés";"N/A";"6.50";"Inconnu";"";"13.99";"0.200";"EKR000246";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Maison et accessoires > Porte-clés";"0.00";""
"1545";"Puzzle Harry at Hogwarts (500 pièces)";"Jeux et puzzles";"N/A";"6.22";"Inconnu";"";"15.00";"0.200";"CLMT35083";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Jeux et puzzles";"0.00";""
"1546";"Puzzle Briefcase (1000 pièces)";"Jeux et puzzles";"N/A";"7.66";"Inconnu";"";"16.90";"0.200";"CLMT61882";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Jeux et puzzles";"0.00";""
"1547";"Puzzle Panorama Characters";"Jeux et puzzles";"N/A";"7.70";"Inconnu";"";"16.90";"0.200";"CLMT61883";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Jeux et puzzles";"0.00";""
"1548";"Puzzle Super Color Harry, Ron & Hermione";"Jeux et puzzles";"N/A";"5.90";"Inconnu";"";"13.90";"0.200";"CLMT61885";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Jeux et puzzles";"0.00";""
"1551";"Mug Gryffindor Stripe";"Mugs et verres";"N/A";"5.49";"Inconnu";"";"10.99";"0.200";"MG25568";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Mugs et verres";"0.00";""
"1552";"Mugs Houses";"Mugs et verres";"N/A";"3.62";"Inconnu";"";"9.99";"0.200";"STR20082";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Mugs et verres";"0.00";""
"1553";"Mug 3D - Quatre maisons";"Mugs et verres";"N/A";"7.49";"Inconnu";"";"15.99";"0.200";"ABYMUG917";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Mugs et verres";"0.00";""
"1555";"Décorations sapin Choixpeau";"Décorations";"N/A";"7.03";"Inconnu";"";"14.99";"0.200";"B5616T1";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"1571";"Harry Potter Porte-monnaie Essential Gryffindor";"Sacs et Porte-monnaies";"N/A";"12.45";"Inconnu";"";"29.90";"0.200";"KMN02814";"";"20.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"1572";"Harry Potter sac à bandoulière Round Wings";"Sacs et Porte-monnaies";"N/A";"11.95";"Inconnu";"";"24.95";"0.200";"KMN02895";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"1573";"Décorations sapin Hogwarts Suitcase";"Décorations";"N/A";"5.92";"Inconnu";"";"12.00";"0.200";"NEMN-B5622T1-6";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"1578";"Bouteille isotherme 500ml - Hedwige ";"Mugs et verres";"N/A";"6.50";"Inconnu";"";"14.95";"0.200";"MAP4006MINI";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Mugs et verres";"0.00";""
"1580";"Présentoir 4 baguettes La Carte Du Maraudeur";"Présentoirs";"N/A";"92.30";"Inconnu";"";"179.95";"0.200";"NN7905";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Baguettes magiques > Présentoirs";"0.00";""
"1583";"Stickers Maisons - effet émail";"Stickers";"N/A";"2.11";"Inconnu";"";"4.50";"0.200";"STFE-0029E";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stickers";"0.00";""
"1584";"Pack Stickers - Journal Planner";"Stickers";"N/A";"2.20";"Inconnu";"";"6.95";"0.200";"STPL-0020E";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stickers";"0.00";""
"1589";"Ouvre-lettres épée de Gryffondor sur présentoir";"Pièces de collection";"N/A";"24.70";"Inconnu";"";"47.95";"0.200";"NN7855";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Pièces de collection";"0.00";""
"1590";"Réplique Collector du balai Nimbus 2001";"Pièces de collection";"N/A";"175.00";"Inconnu";"";"299.00";"0.200";"NN7535";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Pièces de collection";"0.00";""
"1597";"Bonnet Serdaigle pompom";"Bonnets et gants";"N/A";"8.90";"Inconnu";"";"17.99";"0.200";"ACHAPOMBN037";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Vêtements > Bonnets et gants";"0.00";""
"1600";"Pack 3 Puzzles Characters (3 x 1000 pièces)";"Jeux et puzzles";"N/A";"17.89";"Inconnu";"";"35.90";"0.200";"CLMT61884";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Jeux et puzzles";"0.00";""
"1601";"Oreiller Logo & Hedwig 40 x 40 cm";"Décorations";"N/A";"5.69";"Inconnu";"";"11.99";"0.200";"HHE55744-04-003";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"1603";"Carnet de notes Premium A5 Hogwarts Express Ticket";"Carnets";"N/A";"7.49";"Inconnu";"";"15.00";"0.200";"SR72500";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Carnets";"0.00";""
"1604";"Marque-page Patronus Harry Potter - Boudchou";"Papeterie";"N/A";"1.50";"Inconnu";"";"3.00";"0.200";"2430000016042";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Artisanat et Curiosités > Papeterie";"0.00";""
"1606";"HARRY POTTER ET L'ORDRE DU PHENIX - POUFSOUFFLE ";"Livres";"N/A";"22.23";"Inconnu";"";"33.50";"0.055";"J01635";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
"1607";"HARRY POTTER ET L'ORDRE DU PHENIX - SERPENTARD";"Livres";"N/A";"22.23";"Inconnu";"";"33.50";"0.055";"J01636";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Papeterie > Livres";"0.00";""
"1608";"HARRY POTTER ET L'ORDRE DU PHENIX - SERDAIGLE";"Livres";"N/A";"22.23";"Inconnu";"";"33.50";"0.055";"J01637";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Papeterie > Livres";"0.00";""
"1609";"Harry Potter Destination Serdaigle";"Livres";"N/A";"11.61";"Inconnu";"";"19.90";"0.200";"J03612";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Papeterie > Livres";"0.00";""
"1610";"Harry Potter Destination Poufsouffle";"Livres";"N/A";"11.61";"Inconnu";"";"19.90";"0.200";"J03613";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Papeterie > Livres";"0.00";""
"1611";"HARRY POTTER ET L'ORDRE DU PHENIX - GRYFFONDOOR";"Livres";"N/A";"22.23";"Inconnu";"";"33.50";"0.055";"J01638";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Papeterie > Livres";"0.00";""
"1613";"Harry Potter Destination Gryffondor";"Livres";"N/A";"11.61";"Inconnu";"";"19.90";"0.200";"J03610";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
"1614";"Harry Potter Destination Serpentard";"Livres";"N/A";"11.61";"Inconnu";"";"19.90";"0.200";"J03611";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
