ID;Nom;EAN;Mon Prix Achat HT;Mon Prix Vente TTC;Mon Coef;Ma Marge Brute %;Prix Min Marché;Prix Max Marché;Prix Moyen Marché;3 Reliques;4 Maisons;Wizard Shop;2 Balais;Confiance;Conseil
"1808";"Veste Cedric Diggory Tournoi des Trois Sorciers";"CR1532";"22.95";"49.95";"2.18";"44.9%";"39.90";"49.95";"44.92";"39.90";"-";"49.95";"-";"0.82";"Marge faible (Vérifier)"
"1809";"Échiquier bataille de la Terre du Milieu ";"NN2174";"32.50";"64.95";"2.00";"40.0%";"64.90";"64.90";"64.90";"64.90";"-";"-";"-";"1.05";"Marge faible (Vérifier)"
"1811";"Porte-clés Pocket POP! Vinyl Harry Potter 4 cm";"FK7616";"3.94";"7.99";"2.03";"40.8%";"7.95";"9.90";"8.93";"9.90";"7.95";"-";"-";"0.68";"Marge faible (Vérifier)"
"1817";"Puzzle Great Hall (1000 pièces)";"USAPZ010-747";"6.73";"18.90";"2.81";"57.3%";"19.90";"19.99";"19.97";"19.99";"19.99";"19.90";"19.99";"0.73";"RAS"
"1818";"Jeu de plateau Cluedo Harry Potter";"WIMO0491";"12.74";"39.90";"3.13";"61.7%";"40.00";"40.00";"40.00";"-";"-";"-";"40.00";"0.90";"RAS"
"1822";"Jeu de cartes à jouer Les Deux Tours";"NMR52735";"3.63";"9.90";"2.73";"56.0%";"7.90";"9.99";"8.96";"7.90";"9.99";"-";"9.00";"0.64";"RAS"
"1823";"Jeu de cartes à jouer Le Retour du roi";"NMR52736";"3.63";"9.90";"2.73";"56.0%";"7.90";"9.99";"8.96";"7.90";"9.99";"-";"9.00";"0.64";"RAS"
"1827";"Set papeterie 2 pièces Wand & Broom";"SR72540";"0.50";"6.90";"13.80";"91.3%";"4.90";"4.90";"4.90";"4.90";"-";"-";"-";"0.71";"Trop cher (Baisser !)"
"1828";"Mugs Couronne du Roi - Le Seigneur des Anneaux  ";"STR04990";"3.59";"9.90";"2.76";"56.5%";"9.80";"9.80";"9.80";"9.80";"-";"-";"-";"0.78";"RAS"
"1838";"Carnet souple - Contes des Trois Frères";"DO5167";"3.40";"8.95";"2.63";"54.4%";"8.99";"8.99";"8.99";"-";"8.99";"-";"-";"0.64";"RAS"
"1839";"Carnet souple - Serpentard";"DO5152";"3.40";"8.95";"2.63";"54.4%";"8.91";"10.00";"9.22";"8.91";"8.99";"10.00";"9.00";"0.77";"RAS"
"1840";"Carnet souple - Serdaigle";"DO5153";"3.40";"8.95";"2.63";"54.4%";"8.99";"10.00";"9.47";"9.90";"8.99";"10.00";"9.00";"0.69";"RAS"
"1841";"Carnet souple - Poufsouffle";"DO5154";"3.40";"8.95";"2.63";"54.4%";"8.90";"10.00";"9.45";"8.90";"9.90";"10.00";"9.00";"0.73";"RAS"
"1842";"Carnet souple - Carte du Maraudeur";"DO5161";"3.40";"8.95";"2.63";"54.4%";"8.99";"10.00";"9.47";"9.90";"8.99";"10.00";"8.99";"0.68";"RAS"
"1843";"Carnet souple - Gryffondor";"DO5151";"3.40";"8.95";"2.63";"54.4%";"8.99";"10.00";"9.47";"9.90";"8.99";"10.00";"9.00";"0.65";"RAS"
"1844";"Tote Bag - Lettre d’admission à Poudlard ";"MAP2402";"4.70";"10.00";"2.13";"43.6%";"9.90";"12.99";"10.96";"9.90";"9.99";"-";"12.99";"0.85";"Marge faible (Vérifier)"
"1845";"Epée de Godric Gryffondor ";"NN7198";"119.00";"228.90";"1.92";"37.6%";"229.00";"239.99";"232.21";"229.90";"239.99";"229.95";"229.00";"1.13";"Marge faible (Vérifier)"
"1846";"Collier Retourneur de Temps ";"DO3300";"8.65";"19.95";"2.31";"48.0%";"20.99";"24.90";"22.44";"21.90";"21.99";"24.90";"20.99";"0.95";"RAS"
"1847";"Pin’s Médaillon de Serpentard ";"DO3208";"2.50";"5.95";"2.38";"49.6%";"6.90";"6.90";"6.90";"-";"-";"6.90";"-";"0.69";"Opportunité (Augmenter !)"
"1848";"Pack de 2 barrettes Luna Lovegood";"DO3506";"4.99";"11.95";"2.39";"49.9%";"11.99";"14.90";"13.26";"12.90";"11.99";"14.90";"-";"0.66";"RAS"
"1852";"Pin’s Journal de Tom Jedusor ";"DO3206";"2.50";"5.95";"2.38";"49.6%";"6.90";"6.90";"6.90";"-";"-";"6.90";"-";"0.77";"Opportunité (Augmenter !)"
"1853";"Pin’s Coupe de Helga Poufsouffle ";"DO3205";"2.50";"5.95";"2.38";"49.6%";"6.90";"7.90";"7.26";"7.90";"-";"6.90";"6.99";"0.81";"Opportunité (Augmenter !)"
"1854";"Pack de 7 pin’s Horcruxes ";"DO3105";"13.80";"29.95";"2.17";"44.7%";"29.99";"32.00";"30.99";"-";"29.99";"32.00";"-";"1.20";"Marge faible (Vérifier)"
"1855";"Horcruxes: 100 façons de les détruire";"J03952";"5.78";"9.90";"1.71";"29.9%";"9.99";"9.99";"9.99";"-";"9.99";"-";"-";"1.07";"Marge faible (Vérifier)"
"1856";"Poudlard: Le dressing";"J03953";"5.19";"8.90";"1.71";"30.0%";"8.90";"11.90";"9.93";"-";"8.99";"11.90";"8.90";"1.02";"Marge faible (Vérifier)"
"1857";"Serre-Livre Weasley - Bubble Boy";"NN7157";"97.50";"179.95";"1.85";"35.0%";"169.90";"180.00";"174.95";"169.90";"-";"-";"180.00";"1.13";"Marge faible (Vérifier)"
"1858";"Serre-Livre Weasley - Pastilles Gerbe ";"NN7159";"97.50";"179.95";"1.85";"35.0%";"169.90";"180.00";"174.95";"169.90";"-";"-";"180.00";"1.11";"Marge faible (Vérifier)"
"1859";"Montre Gryffondor ";"ETP000314";"21.95";"44.99";"2.05";"41.5%";"44.99";"49.90";"46.22";"49.90";"44.99";"45.00";"45.00";"0.82";"Marge faible (Vérifier)"
"1860";"Serre-tête nœud Serpentard";"EHPKH0023";"4.75";"9.99";"2.10";"42.9%";"9.99";"10.99";"10.63";"10.90";"10.99";"-";"9.99";"0.72";"Marge faible (Vérifier)"
"1861";"Collier lunettes de Luna ";"EWN000256";"5.75";"12.99";"2.26";"46.9%";"11.90";"11.99";"11.96";"11.90";"11.99";"-";"11.99";"0.96";"Trop cher (Baisser !)"
"1862";"Serre-tête nœud Gryffondor ";"EHPKH0022";"4.75";"9.99";"2.10";"42.9%";"9.99";"10.99";"10.49";"-";"10.99";"-";"9.99";"0.71";"Marge faible (Vérifier)"
"1863";"Collier Plaque Gryffondor ";"EWN000213";"5.75";"12.99";"2.26";"46.9%";"9.99";"12.99";"11.96";"11.90";"12.99";"12.95";"9.99";"0.74";"RAS"
"1864";"Collier Plaque Serdaigle ";"EWN000208";"5.75";"12.99";"2.26";"46.9%";"9.99";"12.95";"11.70";"11.90";"11.95";"12.95";"9.99";"0.85";"RAS"
"1865";"Porte-clés Plaque Serdaigle ";"EKR000208";"6.75";"14.99";"2.22";"46.0%";"11.99";"15.99";"14.47";"14.90";"11.99";"15.00";"15.99";"0.82";"RAS"
"1866";"Serre-tête nœud Serdaigle ";"EHPKH0025";"4.75";"9.99";"2.10";"42.9%";"9.90";"10.90";"10.26";"10.90";"9.90";"-";"9.99";"0.69";"Marge faible (Vérifier)"
"1867";"Serre-tête nœud Poufsouffle ";"EHPKH0024";"4.75";"9.99";"2.10";"42.9%";"9.90";"10.90";"10.20";"10.90";"9.90";"10.00";"9.99";"0.71";"Marge faible (Vérifier)"
"1868";"Porte-clés Plaque Poufsouffle ";"EKR000217";"6.75";"14.99";"2.22";"46.0%";"11.99";"15.99";"13.97";"12.90";"11.99";"15.00";"15.99";"0.79";"RAS"
"1869";"Porte-clés Plaque Gryffondor ";"EKR000213";"6.75";"14.99";"2.22";"46.0%";"11.95";"13.90";"12.71";"13.90";"11.99";"11.95";"12.99";"0.75";"Trop cher (Baisser !)"
"1870";"Porte-clés Plaque Serpentard ";"EKR000221";"6.75";"14.99";"2.22";"46.0%";"11.95";"15.99";"13.46";"13.90";"11.99";"11.95";"15.99";"0.78";"RAS"
"1871";"Collier Plaque Poufsouffle ";"EWN000217";"5.75";"12.99";"2.26";"46.9%";"9.99";"12.99";"11.96";"11.90";"12.99";"12.95";"9.99";"0.89";"RAS"
"1872";"Collier Plaque Serpentard ";"EWN000221";"5.75";"12.99";"2.26";"46.9%";"9.99";"12.99";"11.96";"11.90";"12.99";"12.95";"9.99";"0.88";"RAS"
"1873";"Montre Serpentard";"ETP000317";"21.95";"44.99";"2.05";"41.5%";"44.99";"59.00";"49.72";"49.90";"44.99";"45.00";"59.00";"0.89";"Marge faible (Vérifier)"
"1874";"Montre Poufsouffle ";"ETP000316";"21.95";"44.99";"2.05";"41.5%";"39.00";"49.90";"44.72";"49.90";"44.99";"45.00";"39.00";"0.84";"Marge faible (Vérifier)"
"1875";"Montre Serdaigle";"ETP000315";"21.95";"44.99";"2.05";"41.5%";"36.90";"59.90";"49.20";"36.90";"54.99";"45.00";"59.90";"0.82";"Marge faible (Vérifier)"
"1876";"Le Seigneur des Anneaux T1 - La fraternité de l'anneau";"213032";"13.27";"20.00";"1.51";"20.4%";"19.99";"20.00";"19.99";"20.00";"19.99";"-";"-";"0.73";"Marge faible (Vérifier)"
"1877";"Le Seigneur des Anneaux T2 - Les deux tours";"213033";"13.27";"20.00";"1.51";"20.4%";"20.00";"20.00";"20.00";"20.00";"-";"-";"-";"0.95";"Marge faible (Vérifier)"
"1878";"Le Seigneur des Anneaux T3 - Le retour du roi";"213034";"13.27";"20.00";"1.51";"20.4%";"20.00";"20.00";"20.00";"20.00";"-";"-";"-";"1.01";"Marge faible (Vérifier)"
"1882";"T-shirt Serpentard Malefoy - Tournoi des 3 sorciers ";"CR1501";"11.95";"24.95";"2.09";"42.5%";"23.90";"24.90";"24.40";"23.90";"-";"24.90";"-";"0.71";"Marge faible (Vérifier)"
"1883";"T-shirt Serdaigle Chang - Tournoi des 3 sorciers ";"CR1503";"11.95";"24.95";"2.09";"42.5%";"23.90";"25.00";"24.60";"23.90";"-";"24.90";"25.00";"0.70";"Marge faible (Vérifier)"
"1885";"Trousse Poudlard";"BSSHP148277";"5.70";"11.90";"2.09";"42.5%";"10.00";"13.99";"11.47";"10.90";"13.99";"10.00";"11.00";"0.66";"Marge faible (Vérifier)"
"1886";"Trousse Poudlard et maisons";"BSSHP149199";"5.69";"12.00";"2.11";"43.1%";"10.00";"12.90";"11.47";"12.90";"11.99";"10.00";"11.00";"0.68";"Marge faible (Vérifier)"
"1889";"Sac isotherme Hogwarts Black & Gold ";"BSSSLHP557";"12.73";"24.95";"1.96";"38.8%";"22.90";"22.90";"22.90";"-";"-";"22.90";"-";"0.82";"Trop cher (Baisser !)"
"1890";"Pendule Honey Dukes";"FNTK-THG-HP50";"12.55";"24.95";"1.99";"39.6%";"20.00";"25.99";"23.72";"23.90";"24.99";"20.00";"25.99";"0.72";"Marge faible (Vérifier)"
"1894";"Puzzle Poudlard (1000 pièces)";"NMR65252";"8.91";"17.90";"2.01";"40.3%";"17.99";"22.99";"20.22";"19.99";"17.99";"19.90";"22.99";"0.81";"Marge faible (Vérifier)"
"1896";"Les secrets de Dumbledore - Le texte du film";"J04286";"13.20";"19.90";"1.51";"20.4%";"20.00";"26.90";"24.60";"-";"26.90";"20.00";"26.90";"0.65";"Marge faible (Vérifier)"
"1907";"ELIXIR DU CERBERE";"006435";"2.33";"5.00";"2.15";"44.1%";"4.90";"4.99";"4.95";"4.90";"4.99";"-";"-";"0.77";"Marge faible (Vérifier)"
"1909";"Grande peluche Niffleur";"NN8875";"23.40";"44.95";"1.92";"37.5%";"44.95";"46.90";"45.45";"46.90";"44.99";"44.95";"44.95";"1.16";"Marge faible (Vérifier)"
"1910";"Set de papeterie Poudlard fantasy";"CR5114";"9.95";"19.95";"2.01";"40.2%";"14.99";"22.90";"18.96";"22.90";"18.99";"-";"14.99";"0.69";"Marge faible (Vérifier)"
"1911";"Pack vêtements 6 pièces Gryffondor";"DO1221KIDS";"28.50";"59.95";"2.10";"43.0%";"59.90";"59.90";"59.90";"59.90";"-";"59.90";"-";"0.98";"Marge faible (Vérifier)"
"1919";"Bouteille isotherme 500ml - Hermione Granger portrait";"MAP4017";"10.50";"22.95";"2.19";"45.1%";"22.90";"22.99";"22.94";"22.90";"22.99";"22.90";"22.99";"0.81";"Marge faible (Vérifier)"
"1920";"Banque de Gringotts - Puzzle 3D Wrebbit";"W3D0514";"16.99";"34.95";"2.06";"41.7%";"34.90";"34.99";"34.95";"34.90";"34.99";"34.95";"-";"0.89";"Marge faible (Vérifier)"
"1921";"Moufles - Mitaines Serpentard ";"CR1412";"7.30";"15.50";"2.12";"43.5%";"14.90";"18.99";"16.32";"14.90";"15.90";"15.50";"18.99";"0.90";"Marge faible (Vérifier)"
"1922";"Bouteille isotherme 500ml - Ron Weasley portrait";"MAP4019";"10.50";"22.95";"2.19";"45.1%";"21.90";"24.99";"23.20";"21.90";"22.99";"22.90";"24.99";"0.84";"Marge faible (Vérifier)"
"1923";"Bouteille isotherme 500ml - Drago Malefoy portrait ";"MAP4020";"10.50";"22.95";"2.19";"45.1%";"21.90";"22.99";"22.70";"21.90";"22.99";"22.90";"22.99";"0.81";"Marge faible (Vérifier)"
"1924";"Bouteille isotherme 500ml - Harry Potter portrait ";"MAP4016";"10.50";"22.95";"2.19";"45.1%";"22.90";"22.99";"22.94";"22.90";"22.99";"22.90";"22.99";"0.95";"Marge faible (Vérifier)"
"1925";"Bouteille isotherme 500ml - Luna Lovegood portrait";"MAP4018";"10.50";"22.95";"2.19";"45.1%";"19.99";"24.90";"22.69";"24.90";"19.99";"22.90";"22.99";"0.81";"Marge faible (Vérifier)"
"1926";"Baguette magique boîte Ollivander Lally Hicks ";"NN8087";"20.80";"39.95";"1.92";"37.5%";"39.90";"40.00";"39.96";"39.90";"39.99";"39.95";"40.00";"0.81";"Marge faible (Vérifier)"
"1927";"Baguette magique boîte Ollivander Jacob Kowalski ";"NN8085";"20.80";"39.95";"1.92";"37.5%";"39.90";"40.00";"39.95";"39.90";"39.95";"39.95";"40.00";"0.80";"Marge faible (Vérifier)"
"1928";"Baguette magique boîte Ollivander Vicencia Santos";"NN8811";"20.80";"39.95";"1.92";"37.5%";"39.90";"40.00";"39.96";"39.90";"39.99";"39.95";"40.00";"0.88";"Marge faible (Vérifier)"
"1929";"Baguette magique boîte Ollivander Henrietta Fischer";"NN8813";"20.80";"39.95";"1.92";"37.5%";"39.90";"40.00";"39.96";"39.90";"39.99";"39.95";"40.00";"0.85";"Marge faible (Vérifier)"
"1930";"Baguette magique boîte Ollivander Abelforth Dumbledore ";"NN8089";"20.80";"39.95";"1.92";"37.5%";"39.90";"40.00";"39.96";"39.90";"39.99";"39.95";"40.00";"0.83";"Marge faible (Vérifier)"
"1931";"Baguette magique boîte Ollivander Anton Vogel ";"NN8817";"20.80";"39.95";"1.92";"37.5%";"39.90";"40.00";"39.96";"39.90";"39.99";"39.95";"40.00";"0.87";"Marge faible (Vérifier)"
"1932";"Baguette magique boîte Ollivander Helmut";"NN8819";"20.80";"39.95";"1.92";"37.5%";"39.90";"40.00";"39.96";"39.90";"39.99";"39.95";"40.00";"0.90";"Marge faible (Vérifier)"
"1933";"Baguette magique boîte Ollivander Croyance Bellebosse ";"NN8084";"20.80";"39.95";"1.92";"37.5%";"39.90";"40.00";"39.96";"39.90";"39.99";"39.95";"40.00";"0.79";"Marge faible (Vérifier)"
"1934";"Baguette magique boîte Ollivander - Liu Tao";"NN8815";"20.80";"39.95";"1.92";"37.5%";"39.90";"40.00";"39.96";"39.90";"39.99";"39.95";"40.00";"0.90";"Marge faible (Vérifier)"
"1936";"Bonbons Tonneau Biere au beurre";"JB-BBT-1";"6.05";"10.90";"1.80";"33.4%";"7.90";"7.99";"7.95";"7.90";"7.99";"-";"-";"0.68";"Trop cher (Baisser !)"
"1938";"Trousse Hedwige";"BSSSLHP260";"5.68";"13.00";"2.29";"47.6%";"12.95";"15.90";"14.43";"15.90";"-";"-";"12.95";"0.76";"RAS"
"1939";"Porte-clés Pocket POP! Vinyl Hermione 4 cm";"FK68666";"3.23";"7.99";"2.47";"51.5%";"7.95";"9.99";"9.28";"9.90";"7.95";"-";"9.99";"0.66";"RAS"
"1940";"Puzzle Horcruxes";"HMB-PUZZHP06";"8.87";"18.00";"2.03";"40.9%";"16.90";"16.90";"16.90";"16.90";"-";"-";"-";"0.72";"Trop cher (Baisser !)"
"1942";"Masque de Bellatrix Lestrange";"NN7325";"65.00";"119.95";"1.85";"35.0%";"109.95";"120.00";"117.46";"119.90";"119.99";"109.95";"120.00";"1.19";"Marge faible (Vérifier)"
"1943";"Bouteille  350ml - Carte du maraudeur ";"MAP4001MINI";"5.95";"12.95";"2.18";"44.9%";"10.90";"14.99";"12.95";"10.90";"12.99";"12.90";"14.99";"0.77";"Marge faible (Vérifier)"
"1946";"HARRY POTTER - V - L'ORDRE DU PHENIX (KAY)";"J00670";"33.11";"49.90";"1.51";"20.4%";"49.90";"49.90";"49.90";"-";"49.90";"-";"49.90";"0.72";"Marge faible (Vérifier)"
"1947";"Les animaux fantastiques - Vie & habitat ";"J00442";"9.23";"13.90";"1.51";"20.3%";"12.90";"13.90";"13.17";"13.90";"12.99";"12.90";"12.90";"0.90";"Marge faible (Vérifier)"
"1948";"Les Animaux fantastiques 2 : Les crimes de Grindelwald - La Magie du cinéma";"J01505";"9.88";"14.90";"1.51";"20.4%";"14.90";"19.95";"16.61";"14.90";"-";"19.95";"14.99";"0.68";"Marge faible (Vérifier)"
"1949";"Les animaux fantastiques - Vie et habitat - poche";"J02052";"5.11";"7.70";"1.51";"20.4%";"6.80";"7.90";"7.35";"7.90";"6.80";"-";"-";"0.90";"Marge faible (Vérifier)"
"1951";"Baguettes magiques - Coffret magique du Monde des Sorciers";"2430000019517";"11.61";"19.90";"1.71";"30.0%";"19.90";"22.00";"20.60";"-";"19.90";"22.00";"19.90";"0.92";"Marge faible (Vérifier)"
"1953";"Harry potter : une année de magie";"J04203";"19.91";"30.00";"1.51";"20.4%";"30.00";"30.00";"30.00";"30.00";"30.00";"-";"-";"0.99";"Marge faible (Vérifier)"
"1954";"HARRY POTTER JEU 4 MAISONS";"J03256";"14.58";"25.00";"1.71";"30.0%";"25.00";"30.00";"27.50";"25.00";"-";"-";"30.00";"1.10";"Marge faible (Vérifier)"
"1955";"La magie du cinéma, 5  Les secrets de Dumbledore";"J03846";"17.85";"26.90";"1.51";"20.4%";"26.90";"26.90";"26.90";"26.90";"26.90";"-";"26.90";"0.99";"Marge faible (Vérifier)"
"1957";"Veste Fleur Delacour Tournoi des Trois Sorciers ";"CR1533";"22.95";"49.95";"2.18";"44.9%";"39.90";"49.95";"44.92";"39.90";"-";"49.95";"-";"0.80";"Marge faible (Vérifier)"
"1960";"Poudlard Express - Métal moulé";"NN7982";"68.90";"139.95";"2.03";"40.9%";"139.90";"140.00";"139.96";"139.90";"139.99";"139.95";"140.00";"1.03";"Marge faible (Vérifier)"
"1971";"Puzzle - Carte de la Terre du Milieu";"NN9472";"12.35";"24.90";"2.02";"40.5%";"24.90";"26.00";"25.27";"24.90";"-";"24.90";"26.00";"0.85";"Marge faible (Vérifier)"
"1972";"Livre de stickers - 30 pages";"STBK-0008E";"10.34";"24.95";"2.41";"50.3%";"19.99";"19.99";"19.99";"19.99";"-";"-";"-";"0.65";"Trop cher (Baisser !)"
"1974";"Marque-page métal Poudlard ";"BMEN-0009E";"4.04";"8.95";"2.22";"45.8%";"8.90";"9.99";"9.70";"8.90";"9.99";"9.90";"9.99";"0.70";"RAS"
"1981";"Journal intime avec encre invisible";"DRY-1000E";"7.15";"15.00";"2.10";"42.8%";"15.90";"16.90";"16.40";"16.90";"-";"-";"15.90";"0.62";"Marge faible (Vérifier)"
"1982";"Stickers 3D - Chibi";"STDM-0321E";"2.52";"5.90";"2.34";"48.7%";"5.99";"5.99";"5.99";"-";"-";"-";"5.99";"0.70";"RAS"
"1984";"Stylo baguette Albus Dumbledore et support";"CR5403";"8.00";"16.95";"2.12";"43.4%";"16.99";"17.90";"17.34";"17.90";"16.99";"17.50";"16.99";"0.78";"Marge faible (Vérifier)"
"1986";"Puzzle Collage (1500 pièces)";"CLMT31690";"8.39";"22.90";"2.73";"56.0%";"17.99";"22.99";"20.49";"-";"17.99";"-";"22.99";"0.74";"RAS"
"1987";"Chope Gryffondor";"NEMN-B5606T1";"33.96";"59.90";"1.76";"32.0%";"59.90";"66.99";"61.68";"59.90";"66.99";"59.95";"59.90";"0.71";"Marge faible (Vérifier)"
"1988";"Chope Serpentard";"NEMN-B5608T1";"31.90";"59.90";"1.88";"36.1%";"56.99";"59.95";"58.96";"59.90";"56.99";"59.95";"59.00";"0.74";"Marge faible (Vérifier)"
"1989";"Chope Poufsouffle";"NEMN-B5610T1";"25.52";"59.90";"2.35";"48.9%";"59.90";"59.99";"59.92";"59.90";"59.99";"59.90";"59.90";"0.76";"RAS"
"1990";"Chope Serdaigle";"NEMN-B5612T1";"31.90";"59.90";"1.88";"36.1%";"45.00";"59.90";"54.93";"59.90";"-";"45.00";"59.90";"0.71";"Marge faible (Vérifier)"
"1991";"Chope Vif d'Or";"NEMN-B5614T1";"31.90";"59.90";"1.88";"36.1%";"58.00";"78.95";"68.47";"-";"-";"78.95";"58.00";"0.65";"Marge faible (Vérifier)"
"1992";"Calice Vif d'Or";"NEMN-B5615T1";"18.68";"39.90";"2.14";"43.8%";"36.99";"39.90";"38.45";"39.90";"36.99";"-";"-";"0.65";"Marge faible (Vérifier)"
"1993";"Chope Poudlard";"NEMN-B5795U1";"33.36";"59.90";"1.80";"33.2%";"54.99";"65.00";"60.00";"-";"54.99";"-";"65.00";"0.67";"Marge faible (Vérifier)"
"1996";"Cape de Fleur Delacour";"401440";"21.20";"44.95";"2.12";"43.4%";"37.90";"38.00";"37.95";"37.90";"-";"-";"38.00";"0.72";"Trop cher (Baisser !)"
"2002";"Mini porte-monnaie Dobby";"HMB-PURSHP13";"5.64";"11.90";"2.11";"43.1%";"10.99";"10.99";"10.99";"-";"10.99";"-";"10.99";"0.84";"Trop cher (Baisser !)"
"2003";"Mini porte-monnaie Marauders Map";"PURSHP19";"5.49";"12.00";"2.19";"45.1%";"10.99";"10.99";"10.99";"-";"10.99";"-";"10.99";"0.93";"Trop cher (Baisser !)"
"2010";"Hedwige - Peluche interactive marionnette";"NN8168";"18.85";"37.95";"2.01";"40.4%";"35.00";"40.00";"38.72";"39.90";"39.99";"35.00";"40.00";"0.75";"Marge faible (Vérifier)"
"2011";"Boucles d’oreilles Armoirie de Griffondor";"EWE0022";"5.75";"12.99";"2.26";"46.9%";"11.90";"12.99";"12.45";"12.90";"12.99";"11.90";"11.99";"0.77";"RAS"
"2012";"Boucles d’oreilles Armoirie de Serpentard";"EWE0023";"5.75";"12.99";"2.26";"46.9%";"11.90";"13.99";"12.45";"11.90";"11.99";"11.90";"13.99";"0.73";"RAS"
"2013";"Boucles d’oreilles Armoirie de Poufsouffle";"EWE0024";"5.75";"12.99";"2.26";"46.9%";"11.90";"12.99";"12.20";"11.90";"11.99";"11.90";"12.99";"0.70";"RAS"
"2014";"Boucles d’oreilles Armoirie de Serdaigle";"EWE0025";"5.75";"12.99";"2.26";"46.9%";"11.90";"11.99";"11.95";"11.90";"11.99";"11.90";"11.99";"0.80";"Trop cher (Baisser !)"
"2015";"Boucles d’oreilles Armoirie de Poudlard";"EWE0026";"5.75";"12.99";"2.26";"46.9%";"11.90";"12.99";"12.20";"11.90";"11.99";"11.90";"12.99";"0.74";"RAS"
"2032";"Hache de Gimli";"NN2222";"71.50";"129.95";"1.82";"34.0%";"129.90";"129.90";"129.90";"129.90";"-";"-";"-";"0.83";"Marge faible (Vérifier)"
"2037";"Tote bag Poudlard Aby";"TBA0055";"4.99";"10.00";"2.00";"40.1%";"12.00";"12.00";"12.00";"-";"-";"12.00";"-";"0.90";"Opportunité (Augmenter !)"
"2038";" Mug 320 ml - X-MAS - Poudlard Rouge";"TGGMUG234 ";"4.99";"9.99";"2.00";"40.1%";"9.90";"11.99";"10.95";"9.90";"11.99";"-";"-";"0.67";"Marge faible (Vérifier)"
"2039";"Mug 320 ml - X-MAS - Poudlard Vert ";"TGGMUG235";"4.99";"9.99";"2.00";"40.1%";"11.99";"11.99";"11.99";"-";"11.99";"-";"-";"0.65";"Opportunité (Augmenter !)"
"2042";"Tote Bag - Fumseck";"MAP2415";"4.70";"10.00";"2.13";"43.6%";"9.90";"10.90";"10.40";"9.90";"-";"10.90";"-";"0.91";"Marge faible (Vérifier)"
"2043";"Chaussons deluxe Gryffondor";"CR2311";"13.95";"29.95";"2.15";"44.1%";"22.99";"29.99";"26.83";"-";"29.99";"27.50";"22.99";"0.81";"Marge faible (Vérifier)"
"2044";"Carnet souple - Norbert Dragonneau Portrait";"MAP5178";"3.40";"8.95";"2.63";"54.4%";"8.90";"8.90";"8.90";"-";"8.90";"-";"8.90";"0.65";"RAS"
"2045";"Carnet souple - Hedwige";"MAP5166";"3.40";"8.95";"2.63";"54.4%";"8.99";"8.99";"8.99";"-";"8.99";"-";"-";"0.74";"RAS"
"2046";"Tote Bag - Hermione Granger portrait";"MAP2406";"4.70";"10.00";"2.13";"43.6%";"8.99";"11.00";"9.96";"9.90";"-";"11.00";"8.99";"0.74";"Marge faible (Vérifier)"
"2047";"Chaussons deluxe Serpentard ";"CR2312";"13.95";"29.95";"2.15";"44.1%";"22.99";"29.99";"26.83";"-";"29.99";"27.50";"22.99";"0.85";"Marge faible (Vérifier)"
"2048";"Tote Bag - Harry Potter portrait ";"MAP2405";"4.70";"10.00";"2.13";"43.6%";"9.90";"9.90";"9.90";"9.90";"-";"-";"-";"0.62";"Marge faible (Vérifier)"
"2049";"Carnet souple - Ron Weasley Portrait";"MAP5172";"3.40";"8.95";"2.63";"54.4%";"8.99";"8.99";"8.99";"-";"8.99";"-";"-";"0.62";"RAS"
"2052";"Tote Bag - Hedwige";"MAP2403";"4.70";"10.00";"2.13";"43.6%";"9.90";"9.99";"9.95";"9.90";"-";"-";"9.99";"0.94";"Marge faible (Vérifier)"
"2053";"Grande bouteille - Ténèbres et lumière - Edition argent";"MAP4036AG";"13.95";"29.95";"2.15";"44.1%";"29.90";"29.90";"29.90";"-";"-";"29.90";"-";"1.00";"Marge faible (Vérifier)"
"2054";"Carnet souple - Drago Malefoy Portrait";"MAP5173";"3.40";"8.95";"2.63";"54.4%";"8.99";"8.99";"8.99";"-";"8.99";"-";"-";"0.65";"RAS"
"2056";"Carnet souple - Le Chicaneur";"MAP5180";"3.40";"8.95";"2.63";"54.4%";"8.99";"8.99";"8.99";"-";"8.99";"-";"-";"0.76";"RAS"
"2057";"Chaussons deluxe Serdaigle ";"CR2313";"13.95";"29.95";"2.15";"44.1%";"22.99";"32.90";"28.63";"-";"29.99";"32.90";"22.99";"0.82";"Marge faible (Vérifier)"
